;0,5
0;[{0.05: [[0.32068891856618037, 0.4855623841576432, 0.20238095238095238], [0.20305666272572864, 0.0, 0.07441397721564218]]}, {0.1: [[0.3333190048654796, 0.43859135694078627, 0.20238095238095238], [0.1997582138572154, 0.0, 0.07441397721564218]]}, {0.3: [[0.3184044209949932, 0.5136572041752023, 0.20238095238095238], [0.19247922623122185, 0.0, 0.07441397721564218]]}, {0.5: [[0.300847037687776, 0.4759535655058043, 0.20238095238095238], [0.1984001846928637, 0.0, 0.07441397721564218]]}, {0.7: [[0.28629519688629046, 0.42171495463857184, 0.20238095238095238], [0.18069441597922592, 0.0, 0.07441397721564218]]}]
