;0;1
0;0,052086661010980605;0,02398597076535225
1;0,024716846644878387;0,01914392039179802
2;0,02179958000779152;0,017354045063257217
3;0,021039825305342673;0,01674599014222622
4;0,02055375725030899;0,016421161592006683
5;0,020187544263899328;0,015986323356628418
6;0,019919341988861562;0,015736179426312447
7;0,01978668924421072;0,015582269057631493
8;0,019674552232027055;0,015641460195183754
9;0,01960882991552353;0,01550687849521637
10;0,01953802481293678;0,01545843854546547
11;0,019490821473300456;0,015296604484319687
12;0,01942193731665611;0,01540515385568142
13;0,01937633454799652;0,01529691182076931
