,sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles,Type,Visible
4148,0.12925514737925803,0.39892684731310957,-0.08848591594102784,-0.3476002766059745,0.2119366331063559,0.6307443396425891,-0.5208504754091101,0.2306391210772103,-0.6120137477951018,-0.10183519564729304,-0.1021564366008827,0.11802194485682582,-0.2180288741573715,0.3973018036505036,-0.5361534771907643,0.44671312659885576,0.46831807602980824,0.5353216228992799,-0.15491869532396252,0.14299354602229175,-0.14891329944268694,-0.06275420348897964,-0.1666753083540068,0.5497070692771209,,
4149,0.13824178006661691,0.3970022092715142,-0.08505907669654056,-0.3626691030284719,0.21055702304665136,0.6313761677161658,-0.5248048586112182,0.22974753163355355,-0.613886261918191,-0.09550125011369215,-0.09935724586401018,0.12082650947113005,-0.24364874316914664,0.3278206823245302,-0.46453380713825243,0.4465645361879751,0.4721272747362173,0.5133910420515262,-0.23084150190744712,0.11087528236982203,-0.19753518338622866,-0.062270831557895256,-0.16767489673838754,0.5494474082146021,,
4150,0.1474420011432509,0.39605248941455695,-0.08336833063680493,-0.3771267196195289,0.2091454145132996,0.6323138317822263,-0.5274754495792202,0.22997247450708946,-0.6133389215062865,-0.08906157892615418,-0.09666984061617101,0.12376028709479048,-0.2639207684465916,0.2518190708414034,-0.38430054479411013,0.4465289441800089,0.47374346651810284,0.4887955791621552,-0.30407842105481986,0.08179731752324382,-0.24290558506936466,-0.06188178331468619,-0.16913372498889545,0.5493357896306055,,
4151,0.15769677402499083,0.3961297006377169,-0.08350577859986552,-0.3910382413491007,0.20747284603257676,0.6336555354108413,-0.5288621787443482,0.23124803063834665,-0.6105990543931992,-0.08260413565875191,-0.09414187238826233,0.12677381141757516,-0.2772824852780841,0.17129070471655616,-0.2975445617013879,0.44675538899712675,0.4736063557671091,0.4624510847846903,-0.37335455638771187,0.05667238015737919,-0.2839425930695395,-0.06164027261090288,-0.17105736007644046,0.5493832908951151,,
4152,0.16941328978059578,0.39720637043474016,-0.08542256039920737,-0.4044794957582696,0.2053301877760474,0.635444838345169,-0.5289740999848698,0.23346676765858443,-0.6059527557586759,-0.0762215944618504,-0.09182734197303555,0.1298156141200706,-0.2833007407475756,0.08852131158866317,-0.2070366224586967,0.44731286437784856,0.4722056966026309,0.4355584336024343,-0.437397765569692,0.03604009625591198,-0.3199436377092244,-0.061595438462200724,-0.1734466476168578,0.5496001444939651,,
4153,0.18242972954785985,0.3991856459741303,-0.08894675416749986,-0.41753250061991865,0.20255133546755277,0.6376779282251921,-0.5278272687786578,0.2364826749446749,-0.5997308592423264,-0.07001099411200906,-0.08977980122553497,0.13283447713401042,-0.28267343315511106,0.00608420222321282,-0.11614595871713518,0.44820540242377604,0.47006901953093405,0.40947256739586835,-0.49500367498498776,0.019991735438062097,-0.3506839028777906,-0.061791863078503484,-0.17629292004784303,0.5499914197320626,,
4154,0.19614265566529632,0.4019214398885831,-0.09381893190205237,-0.43028105353849766,0.19902249934350413,0.6403118807010888,-0.5254388884882611,0.24011936438975656,-0.5922818629043362,-0.06406861063557878,-0.08805459775163405,0.13578310299244478,-0.2771250630702716,-0.07320634828995998,-0.02861378618243071,0.449386409960844,0.4677603562928543,0.38554651298720355,-0.545115404966114,0.008185977002420408,-0.376409443905674,-0.06227226651354634,-0.17958166096423744,0.5505572104854253,,
4155,0.2097670249036443,0.40523443176730534,-0.09972029349742773,-0.44280478798422496,0.19468877196069778,0.6432725665503038,-0.5218158464217364,0.24418243239976256,-0.5839434865143698,-0.05849143195910489,-0.08670496273658701,0.1386166133228539,-0.26920297928690595,-0.1464060476105934,0.05179179823697311,0.4507679274392953,0.4658682215533765,0.3649918296564538,-0.5868988143452964,-4.427255184213941e-05,-0.39769433834572043,-0.06307041951750003,-0.18328877031475732,0.5512959208617667,,
4156,0.22257701200447477,0.4089331847622484,-0.10631001745168978,-0.4551677666995887,0.18955328763088897,0.646471560200218,-0.5169409441857326,0.24847773478866553,-0.5750163246191853,-0.05337305600820541,-0.08578040759607575,0.14129388351993577,-0.2620096661923659,-0.21070847322352604,0.12175033163134508,0.4522287429159151,0.46497622064113253,0.34877113210853183,-0.6198095471767812,-0.005526797000620753,-0.4152853612904702,-0.0642142544331914,-0.18737978925414622,0.5521980693833883,,
4157,0.234054552117827,0.41284110497388027,-0.1132732564216764,-0.4674059781027434,0.1836671783763033,0.6498203301793233,-0.5107574534189392,0.2528341879428684,-0.5657429742974982,-0.04880255505725928,-0.0853271087799593,0.14377770957970593,-0.25886936103587144,-0.2638190212173882,0.17884864780035437,0.4536223069201393,0.46562272285693274,0.3375249303629777,-0.6436333815944355,-0.009071692234709383,-0.42995032084625306,-0.0657245726406317,-0.19180778610358862,0.5532492930197175,,
4158,0.24393059153465035,0.4168305630691651,-0.12038212355023725,-0.4795157729792823,0.17711566898294206,0.6532498304117536,-0.5031582580950418,0.2571289287267371,-0.556294947235777,-0.044860950128442045,-0.0853813019745856,0.14603647644048112,-0.2629484602816997,-0.3043212989556212,0.22187822148263225,0.4547797689750144,0.46825348956584323,0.3315579639153967,-0.6585061349981205,-0.011328040230414338,-0.4423844921527267,-0.06760946904231058,-0.19651814817377233,0.5544319430795914,,
4159,0.2521349670518658,0.4208580153223569,-0.12755841316875416,-0.4914437116065704,0.16999817412093376,0.6567266321481,-0.49398050269676375,0.2613122069571674,-0.5467606510788919,-0.04161605819031511,-0.08596678087842347,0.14804307356124147,-0.2768198924372115,-0.3318692762357687,0.25085654188861084,0.4555190373810416,0.47318306896132034,0.330849777529723,-0.6648992361423575,-0.012701367787378515,-0.45311663899038235,-0.06986400344739885,-0.20144773614905342,0.5557254607153275,,
