,sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles,Type,Visible,
0,0.45385912257957917,0.3543850468096035,-0.18640225690341583,-0.6845581455077454,0.1774734079291933,0.24446032375002513,-0.31781334945950634,0.05759644726729829,0.06269281164154594,-0.375391549344667,-0.14124589168386148,-0.22044440099343032,-0.14081410210164025,-0.1771240831872012,-0.038659587353531144,0.06128714788272749,0.6630532463432937,0.1973297908926499,-0.8296314294609274,-0.22101016396867634,-0.014806648865588579,0.2511712633809615,-0.06710827191924451,0.5339671591652846,O,True,
1,0.374738057138263,0.3460384896284727,-0.17886071370139434,-0.6698283937895477,0.10763692440359174,0.251817079330517,-0.2524740045365198,0.08880121265609997,0.04076165158867928,-0.41304327264994367,-0.14204006248747914,-0.24939228594163287,-0.13526561341994725,-0.18230837376467512,-0.03412731182247197,0.06583020635972447,0.6963208859554153,0.16461335175494174,-0.7731642895962754,-0.201625457196824,0.031606433545265045,0.24391945758238243,-0.07200671304462114,0.5313374103061597,O,True,
2,0.2759318635696417,0.34654319993859994,-0.17931692541220523,-0.6534275705267774,0.04557135069802842,0.26328817498760726,-0.1888276056505105,0.11888896167765561,0.027778772611794844,-0.44739081290086546,-0.14470765034225352,-0.2768362449081191,-0.12903718107166673,-0.191909688184826,-0.025736667925438717,0.06528997941363257,0.7261271884084066,0.13634505058579882,-0.7250208396317307,-0.18768484104126193,0.06748420565008617,0.23736834829594078,-0.07600196599075115,0.5287183633129524,O,True,
3,0.16177812319856755,0.3556360309639568,-0.18753200385391477,-0.6349923662016657,-0.008780302454815758,0.27811895041563384,-0.12636280247804743,0.14799559205301271,0.024071409906472274,-0.4784388991487267,-0.14924339626361738,-0.30267221512389464,-0.12177672820544216,-0.20450174144209732,-0.014739474527303287,0.05931965652766524,0.7523745407937479,0.11332899033128863,-0.6855108824949108,-0.17813969735777602,0.09316712647171821,0.23147885214939934,-0.07908684302304192,0.5260644883175054,O,True,
4,0.040156280290397195,0.37203217908329544,-0.20232338344634515,-0.6140655991736925,-0.0552712655644223,0.2951642084063315,-0.06444830813923585,0.17590770724070848,0.029439871799318285,-0.5062025151976284,-0.1556006107300466,-0.3268164458714692,-0.11298591549348169,-0.21890969309046804,-0.002167575524370524,0.047786651249768664,0.7748564321965499,0.09600972964183918,-0.6546735480851649,-0.17193995492720016,0.10931768439302947,0.22624058488354182,-0.0812467572683474,0.5233455572424033,O,True,
5,-0.07824474679313931,0.39340031804744924,-0.22154953734843386,-0.5901034917205817,-0.09355478936513206,0.3129113355547861,-0.002424650464643796,0.2020290698960574,0.042846549092910635,-0.5307240021591594,-0.1636937390413855,-0.3492014944664883,-0.10206748918126929,-0.23432901784141447,0.011271731059666612,0.030889880592297914,0.793199051720241,0.08420530668013182,-0.6321800980970449,-0.1681111024278874,0.11704058948939067,0.22168084351731943,-0.08245091421669426,0.5205514314778301,O,True,
6,-0.18225432864745672,0.4169049762660144,-0.2426183533603592,-0.5625358932699263,-0.12313908787652772,0.32970052782477444,0.06021049680607793,0.2254653320249611,0.06229794715053427,-0.5520697193014822,-0.17337803085411774,-0.3697725976160908,-0.08855108949673884,-0.25028650368286,0.02516146939557351,0.009215965559281614,0.806848409448343,0.07698037585582318,-0.6173129947657772,-0.1658152440032521,0.1179301751369568,0.21785961138772048,-0.082662811451226,0.5176960985502914,O,True,
7,-0.2629417634327068,0.4400399077129038,-0.26325907578759844,-0.5308533690129489,-0.14353992417928907,0.3440154101945825,0.12360104163925323,0.24521825939922515,0.08505418507548068,-0.5703536215057863,-0.18445082286052839,-0.3884977648818727,-0.07228861454951019,-0.2665026911906061,0.03925466294361635,-0.016306142441356197,0.8151684594139106,0.07276862098893488,-0.6090397215147084,-0.16437751880635654,0.11402239067420905,0.2148683751328977,-0.08184157753994126,0.5148206761551537,O,True,
8,-0.315370548847676,0.46114621510748544,-0.2819935101528841,-0.4946888706661997,-0.15448571015982027,0.3547018612682895,0.18738399407894257,0.2604066054679064,0.10807315452463007,-0.5857472428190204,-0.19665692604118845,-0.40537949877531254,-0.053431752040712155,-0.28276112397907405,0.05336011455432832,-0.044532421693413315,0.8176253591067966,0.06971702618122233,-0.6061440580612907,-0.16327888846423877,0.10762781319137016,0.2128078226333474,-0.07995233082966613,0.5119902203720721,O,True,
9,-0.3389759038011313,0.4794093941081954,-0.2981213983166391,-0.45389891470124755,-0.1561087422679378,0.3610827194227635,0.25063472556472544,0.2704527086414048,0.12852125575125517,-0.5984911377070243,-0.20970696797698074,-0.4204685168623812,-0.03227886374875355,-0.29872270461260486,0.06718201713578265,-0.07428615810134187,0.8139767658324981,0.0661213275343755,-0.6073643986906276,-0.16212340326216912,0.10108560508784481,0.21176838895666883,-0.07697287390474483,0.5092825544189883,O,True,
