,sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles,Type,Visible,
0,0.11331596102280561,0.5100294207192315,-0.27043247468596043,-0.015458005064482694,-0.021440412715914237,0.45832208010552056,-0.5590130940745457,0.30323125714334864,-0.1459917633330341,-0.5038124797934758,0.26117770013052755,-0.04176608241087287,0.2373097180922097,0.7133548238292742,-0.7287419297834227,0.5123182570648457,0.2066648735900083,0.30459065112149974,0.33456114309586127,0.3166158116852906,0.26047897739961434,-0.29595778470013046,0.2282770367619429,0.22993653605759024,,,
1,0.11086270803865905,0.45294976086368677,-0.22603442164009524,-0.13003105772501977,-0.023258659020617634,0.4154391367489656,-0.5797433030966928,0.29616280525587,-0.14468704484979278,-0.50082663477625,0.2605677861886391,-0.039637863232242165,0.242162087426661,0.7041126348377538,-0.7219319123176353,0.4280228920826177,0.21036420198641959,0.2668248560016664,0.27384234115082595,0.27983466701836357,0.2576414456645082,-0.30663518016142044,0.22932221793340135,0.22670006650177021,,,
2,0.10924838578435514,0.43386914987407477,-0.21109752949517346,-0.14613168273022492,-0.028253142062053427,0.4149759526567014,-0.596868021258705,0.2941725465465741,-0.1562389984983532,-0.4977371404806553,0.2604560648335634,-0.0376063244137429,0.24252660299507012,0.7128640569164753,-0.728381006613368,0.44735577390353654,0.20925700318424667,0.26280876417210575,0.21396788345597506,0.2712246166960004,0.24389802160662732,-0.3167654522268212,0.22926767571207507,0.22368946264241463,,,
3,0.10869148668179873,0.41551458424997745,-0.19669293206566196,-0.16148729151008256,-0.033037583475270194,0.4143155848324409,-0.612886614018878,0.29243629377133584,-0.16681538854176192,-0.4945479632077775,0.2608902517301548,-0.035666294098318785,0.2364362871471859,0.7118896991126509,-0.7276642092417465,0.4652701026461068,0.20759775907285216,0.25539510115375363,0.15275425411607113,0.2588158321551537,0.2281312096606256,-0.32634845849615335,0.22820699158365065,0.22092847511177816,,,
4,0.10924120741775156,0.3978998625967052,-0.1828406669817666,-0.17609621617211824,-0.03758977238742012,0.41347467705162955,-0.627792843170609,0.29094360642513806,-0.17639705357464786,-0.49126673045970415,0.2619066466987192,-0.03381418535285041,0.22359381989656724,0.7015722015025296,-0.720055257576771,0.4817783230683579,0.20547711704132032,0.24474017541540016,0.08991537568539743,0.24317196116982154,0.21089758624772892,-0.33538654309544247,0.22622895521075193,0.21843663012135917,,,
5,0.1109462613830059,0.381063346257247,-0.16957894162773368,-0.18995944737729842,-0.041896858120306524,0.4124757328282569,-0.6415706395707312,0.28968492652516,-0.18495313432474503,-0.4879047817895388,0.2635288510358511,-0.03204924742389381,0.20429834436560057,0.6824953760269876,-0.7058981581415007,0.4969129408782651,0.2029564119152527,0.23102623440603787,0.02525728645555314,0.22496065205126903,0.1927803046034049,-0.3438827950131895,0.2234089673386226,0.21622988659401687,,,
6,0.11381324414608462,0.36505088710557065,-0.156950735334218,-0.20308310539549113,-0.045954566612445014,0.4113516690671004,-0.6541928192230513,0.28865082980406465,-0.19245347724119044,-0.48447910110192993,0.26575609513405274,-0.030372397898991488,0.179531005347481,0.6553985556411503,-0.6855941217514506,0.510730704172446,0.20006135395288616,0.21447427083829296,-0.04127968091005718,0.20496902229138514,0.17432187604585114,-0.35183563689356423,0.21981636846569308,0.21431997903185307,,,
7,0.1177920208574621,0.3498907907982558,-0.1449840889672599,-0.21548126376906807,-0.04976695822224575,0.4101475633953995,-0.6656216410707929,0.2878303141518008,-0.19887579863604155,-0.4810086724020737,0.26857555220169704,-0.02878447094863623,0.15098110572599754,0.6211544581116357,-0.6596120778613401,0.5233147439345434,0.19678457914969139,0.19535781909232552,-0.10957662038290228,0.18409483443479058,0.15597559134215166,-0.35924044620767515,0.21551133825218605,0.2127131032519778,,,
8,0.12278637297547679,0.3355751155890594,-0.13367732439237212,-0.22717760741070825,-0.053350423975501715,0.4089183420371043,-0.6758095498916596,0.28721019522161195,-0.2042155006274291,-0.47752225984784247,0.2719430980755848,-0.0272915560174265,0.12096854878416008,0.5807323328877854,-0.6284900799480737,0.5347742255819974,0.19309390584951247,0.17401093058180517,-0.17929203076279843,0.16331196903650502,0.13805807338830922,-0.36608630195716996,0.21054926453526246,0.21141141840277866,,,
9,0.12869898743524288,0.3220719228568878,-0.12300873663855005,-0.23820984999982542,-0.05673137044875143,0.4077217551865482,-0.6847023565843817,0.28677471598082316,-0.20848308349441247,-0.4740420001452954,0.27579960124631353,-0.02589273551782012,0.09224238168229104,0.5351817035608113,-0.5928510249796414,0.5452352891822025,0.18894009723418836,0.15084668683059688,-0.2498332679435905,0.14361103352571525,0.12072040031186604,-0.37236225028211667,0.20497658571783384,0.21041032455943043,,,
10,0.13550726304290017,0.30936128850895894,-0.11296521307876894,-0.2486282049645301,-0.059951384260238605,0.4066110876348963,-0.6922424582088482,0.28650617249930765,-0.21170559989077997,-0.47059821685273195,0.28006335505121593,-0.024592430553429634,0.06768565207266208,0.4856544229815629,-0.5534459600314285,0.5548342297251061,0.18427606830506305,0.12637547861988252,-0.3203378560059996,0.12591534475154353,0.10396853275551665,-0.3780562638443097,0.1988381899071161,0.20969667907957934,,,
11,0.1433256556556588,0.29748013576531407,-0.1035777838626406,-0.25849862996625617,-0.0630672035761699,0.40562885778622815,-0.6983746767934411,0.286385042316351,-0.2139187422111346,-0.467210080425399,0.2846313603535231,-0.023384968764902925,0.04994149779994017,0.43342567427339884,-0.5111929645486938,0.5637039074474388,0.1790741004390286,0.1012121258791725,-0.38968281023896634,0.11097908906916176,0.08770829900862331,-0.3831581117385725,0.19217614649087578,0.20924954761147485,,,
12,0.1523649960328508,0.28650745299809244,-0.0949100465378393,-0.2679014549462616,-0.06615490669096913,0.40480561747012556,-0.7030518447132864,0.2863906155777385,-0.21516192392656885,-0.46388774391607546,0.2893844562590151,-0.022258087845994146,0.04103977610104681,0.3799656296936811,-0.4672521561567876,0.5719630453408084,0.17334682561355064,0.07607140174336058,-0.45652221856016795,0.0992903906819218,0.07185061807160675,-0.38766058632506983,0.18503463889646654,0.2090407673500716,,,
13,0.16283975386816585,0.27653229074689367,-0.087032908251377,-0.27693397561447175,-0.06930490425190472,0.4041640996481721,-0.7062415230455887,0.28650152454907185,-0.21546743713765215,-0.46063447867565677,0.2941802653806269,-0.021192101373069705,0.042069866513334775,0.32696823580585965,-0.42305884728926346,0.5797047799743138,0.16715961929307976,0.051743559712446485,-0.5193662032203472,0.09100135846656321,0.05639063121517829,-0.3915566333180053,0.17746229003437275,0.20903644905329788,,,
14,0.17489190445989222,0.26762946805647303,-0.08000539457179734,-0.2857083129641499,-0.07262225269026523,0.40372188353600214,-0.7079312391040402,0.28669681333964503,-0.21485108572671618,-0.45744074185153105,0.29885845282301426,-0.02015823046412324,0.05300003158862099,0.27636860621021064,-0.3803356991481037,0.5869888461864994,0.1606440931343187,0.02905270234994095,-0.5766921537575611,0.0859103634124605,0.04148166550125909,-0.39484171781936694,0.1695164608453692,0.2092005443306959,,,
15,0.18854834180726487,0.2598422801377791,-0.07386124543256556,-0.2943472851680613,-0.07622347004555352,0.4034926653899731,-0.708132640688125,0.28695568651733283,-0.21331340433118762,-0.4542823118870688,0.3032457286312895,-0.019114599760409523,0.0726750914646841,0.23027562978003657,-0.3410190952508726,0.5938374454256916,0.15400302026197887,0.008803487504592589,-0.6270778603447409,0.08350765939584948,0.027443469135804976,-0.39751040671462856,0.16126642135989933,0.2094989761881605,,,
16,0.20370996180739387,0.25317518952989926,-0.06860320129433362,-0.302979792889396,-0.0802362866452333,0.4034827461940027,-0.7068834837622122,0.2872581509429166,-0.21084337942007747,-0.45112403447264826,0.30715584779102145,-0.01801199320284519,0.09899445867131274,0.1908006786165135,-0.3070832993915993,0.6002307656371062,0.14750730678206958,-0.008275960022983031,-0.669334797497761,0.08307771928578678,0.014707992174069151,-0.39955641248818896,0.1527963103534975,0.2099001084080243,,,
17,0.22016053215776044,0.24760428160029058,-0.06421151538839098,-0.31173332356030437,-0.08479275674230347,0.4036890372304842,-0.7042475827635784,0.2875830474781538,-0.2074280941531581,-0.4479214327960962,0.3103911494432299,-0.01679085101823441,0.129214350818311,0.15980357130332434,-0.28028673196145404,0.6061083750757483,0.14147613128483516,-0.021590991287723238,-0.7026233203183955,0.08383964243946873,0.003726323167307921,-0.4009753535960755,0.14421507133284317,0.21037812508566178,,,
18,0.2375849154571783,0.24311071928492267,-0.06067049028340821,-0.3207250046499499,-0.09002568967395863,0.40409777164380034,-0.7003128129849192,0.2879068047574642,-0.20305871632014105,-0.4446219957430403,0.31275499887226443,-0.015388944087804113,0.16028613114069867,0.13861171635004288,-0.26190028859799774,0.6113740010934963,0.13625751471159142,-0.030721120623134368,-0.7265346411110434,0.08508645505351198,-0.0051378806846617,-0.40176462301962423,0.13564531859394124,0.21091209186932325,,,
19,0.25558371023074744,0.23971883200362543,-0.05799844570888402,-0.3300554582083459,-0.09606356372842229,0.40468388669680144,-0.6951865587892267,0.2882017543728279,-0.19773315014231407,-0.44117061884839837,0.3140530701849693,-0.013739705606217956,0.1891708180526328,0.1277745415434295,-0.2524789003867145,0.6159022005294053,0.1322030563997949,-0.035446280154390886,-0.7411368715120915,0.08629686979122164,-0.011697629187554459,-0.4019324580615041,0.1272342597599827,0.21148708247233383,,,
20,0.273693776793964,0.23752433549860874,-0.056270092166736396,-0.3398007300578044,-0.10301890069770925,0.4054123298571082,-0.6889874647415544,0.2884347937189409,-0.19146074108189481,-0.43751531644794206,0.3140993749027441,-0.01178265821273805,0.21314129783541325,0.12693135201682915,-0.2517453685473727,0.6195466230290398,0.129634381638164,-0.03575726502526311,-0.7469839061504806,0.08719449693567638,-0.01599800413195618,-0.4015037897069207,0.11913657206069783,0.21208751347590193,,,
21,0.2914182584611691,0.23669940940297596,-0.05562046665091169,-0.3500057245651771,-0.11098988289755385,0.4062414828612002,-0.6818364512995168,0.2885678085341459,-0.18427574870518304,-0.4336102896291363,0.31272896048526055,-0.009462830071879647,0.23003447550071798,0.13481469709857552,-0.25860070961430304,0.6221549447541104,0.12882651686857538,-0.03185634270302107,-0.7450818597708713,0.08774488044706952,-0.01833009108738415,-0.40052197333348527,0.11152025117520936,0.21270071161775794,,,
22,0.3082718123624437,0.23746672297475602,-0.05622470868403351,-0.360675154366247,-0.12004263005912108,0.4071316689251958,-0.6738455937487652,0.2885565924793192,-0.17625374935880933,-0.4294300794850128,0.30980342585085685,-0.006744435269496085,0.2384058320705018,0.14942134253069606,-0.27128524095421336,0.6235883817630634,0.12997636154546166,-0.024135568252115713,-0.7368127041875625,0.0880982550656968,-0.019182649866924972,-0.39905214059235405,0.10455103780708219,0.2133132526274959,,,
23,0.3238366717760528,0.24003341240323262,-0.05824623243469251,-0.37176808333498257,-0.1302184438632228,0.4080476413687517,-0.6651048047530654,0.2883531470442011,-0.16751796627686755,-0.4249652448629875,0.3052247743114991,-0.003606452709164709,0.23754776755701346,0.16828479285034725,-0.28763059976800776,0.6237426967626383,0.13320561301639766,-0.013152335974902174,-0.7238087718443211,0.08849824697074826,-0.01915133232801025,-0.3971758320168619,0.09839382704404631,0.21391086735055964,,,
24,0.33780514774457293,0.24447834448496097,-0.06174806849788217,-0.3831937736432154,-0.14152587243282766,0.40896733792325013,-0.6556692821608265,0.2879074572890279,-0.15824119427564987,-0.4202427023704276,0.29893913334235145,-6.03105266393511e-05,0.22735360990404851,0.1888363237410735,-0.3053888239260727,0.622568210278778,0.13855443857881466,0.00041921265446198674,-0.7077861737836039,0.08918692854194821,-0.018801864679775404,-0.39498801757262025,0.0931956151053348,0.2144800376405276,,,
25,0.34999009101116973,0.2506337735199051,-0.06659951553382171,-0.39480856265996656,-0.15394068183931897,0.4098873698242316,-0.6455474636697979,0.28717067962167886,-0.14864476255703996,-0.41532216687367707,0.29094150049467915,0.0038582887809823774,0.2080723845989365,0.2087850409298797,-0.32257209029117195,0.6200860286211018,0.14599095942522755,0.01584479994387422,-0.6903492948173817,0.09033180629686588,-0.018516217793970946,-0.3925906119724375,0.08908627448953177,0.2150073392269949,,,
