;0;1
0;0,02522937413305044;0,008166033774614334
1;0,008576704980805516;0,005580325610935688
2;0,006618251325562596;0,004308001138269901
3;0,005385926319286227;0,003444792702794075
4;0,004530665278434753;0,0028655396308749914
5;0,003927832609042526;0,002468518912792206
6;0,003482508659362793;0,002173877786844969
7;0,003140908945351839;0,0019479331094771624
8;0,002869794308207929;0,001764419605024159
9;0,002649468695744872;0,0016243058489635587
10;0,002470464073121548;0,0015052807284519076
11;0,0023183887591585518;0,0014194977702572942
12;0,002189582050777972;0,001323856064118445
13;0,0020765537861734628;0,001258683972992003
14;0,0019791898899711668;0,001205316511914134
15;0,001893023552838713;0,0011445021955296397
16;0,001816407300066203;0,001090974546968937
17;0,001747101789806038;0,0010442682541906834
18;0,001687906531151384;0,0010176385985687375
19;0,0016299226554110646;0,0009671617299318314
20;0,0015791495912708341;0,000945210107602179
21;0,0015329995309002697;0,0009039822616614401
22;0,0014901157352142035;0,0008788660052232444
23;0,0014530464657582342;0,0008525895536877215
24;0,0014173180912621318;0,0008268247474916279
25;0,0013844176195561887;0,0008131530485115945
26;0,0013544116402044893;0,0007796068675816059
27;0,0013267550966702402;0,0007612690096721053
28;0,0013018667232245207;0,0007455493323504925
29;0,00127635367680341;0,0007296487456187606
30;0,0012543412973172962;0,0007133032195270061
31;0,0012321905815042555;0,0006929498631507158
32;0,0012119334656745195;0,0006812717183493078
33;0,001194496068637818;0,0006625731475651264
34;0,0011777695384807886;0,000647470005787909
35;0,0011615626979619264;0,0006349036120809615
36;0,0011451436090283095;0,0006275881896726787
37;0,001131747430190444;0,0006182339857332408
38;0,0011180987581610679;0,0006045636837370694
39;0,0011047328589484096;0,0005970648489892483
40;0,0010922717512585223;0,0005858096410520375
41;0,0010791664361022412;0,0005756428581662476
42;0,0010705424472689628;0,0005590319051407278
43;0,0010588920209556817;0,0005524551961570978
44;0,0010491976165212691;0,0005439087399281561
45;0,0010409718379378319;0,0005348874838091433
46;0,001032168639358133;0,0005283585633151233
47;0,001022901141550392;0,0005192063981667161
48;0,0010141421225853264;0,0005188368377275765
49;0,0010086290538311004;0,0005093557992950082
