,pr_auc,roc_auc,positive_ratio,actor
0,0.25172868411945726,0.7008291614518147,0.06464924346629987,6
1,0.3630377111159267,0.6408227848101266,0.1584553928095872,7
2,0.10713159567557604,0.4761231623316542,0.1147011308562197,8
3,0.18257391893884498,0.581268299650075,0.13814432989690723,9
4,0.4893622281938888,0.7233664459161149,0.2010652463382157,10
5,0.27177990700757637,0.6063957106611135,0.19001919385796545,11
6,0.24372619904684922,0.698822463768116,0.10679611650485436,12
7,0.1579790868424628,0.6688412780784343,0.11081081081081082,13
8,0.3308456000832475,0.5886671461105119,0.1487603305785124,14
9,0.10445901099213464,0.4758157169117647,0.10526315789473684,15
10,0.8235004246466331,0.7875640158469418,0.3761904761904762,16
11,0.6150253731249918,0.6857496584699454,0.24110671936758893,17
12,0.4106610106876132,0.5373463233588495,0.1839863713798978,18
13,0.19498173534300292,0.5204858062628037,0.20238095238095238,19
