,pr_auc,roc_auc,positive_ratio,actor
0,0.5321892885187348,0.8075520810834719,0.08132677559963637,6
1,0.39772023560658415,0.6628664397933213,0.16658222447401402,7
2,0.20226204043139834,0.6876780119565052,0.10849909584086799,9
3,0.548518655141106,0.7353007848300929,0.20444256654795678,10
4,0.3781976259106283,0.6028269289649324,0.20174667975815203,11
5,0.2838141890822226,0.7083674209157735,0.11244368091796052,12
6,0.15853415247683394,0.6624265614200747,0.113110400520297,13
7,0.32205536140720187,0.6167068226745562,0.13504377831506303,14
8,0.8239930250108246,0.7905000241294109,0.38184334876616866,16
9,0.6335121925663547,0.6866340167480951,0.2566462979128641,17
10,0.17033795092238677,0.4809688252463809,0.1865124057199413,18
