,pr_auc,roc_auc,positive_ratio,actor
0,0.24077299149131923,0.7010951188986233,0.06464924346629987,6
1,0.418198215125141,0.6711586533347517,0.1584553928095872,7
2,0.12048823568748022,0.47779376991878275,0.1147011308562197,8
3,0.18328838152108218,0.5852317360565593,0.13814432989690723,9
4,0.4808842853854972,0.6799558498896247,0.2010652463382157,10
5,0.2911327190990531,0.6269088994207478,0.19001919385796545,11
6,0.20388261460512452,0.6025334870443566,0.10679611650485436,12
7,0.14964016592217805,0.6465638668544741,0.11081081081081082,13
8,0.27486970683640344,0.5636386791322066,0.1487603305785124,14
9,0.10135216410454291,0.4806985294117647,0.10526315789473684,15
10,0.8441818651980049,0.8320610687022901,0.3761904761904762,16
11,0.6429182436990315,0.7152066256830601,0.24110671936758893,17
12,0.38315027015351316,0.5383708342998531,0.1839863713798978,18
13,0.18896739157837242,0.49819529801970536,0.20238095238095238,19
