,pr_auc,roc_auc,positive_ratio,actor
0,0.5360077197213604,0.8060366289587344,0.08132677559963637,6
1,0.4549728181741338,0.6965672082143808,0.16658222447401402,7
2,0.19646132109404413,0.6913759251636221,0.10849909584086799,9
3,0.5593605495831382,0.7108884105506803,0.20444256654795678,10
4,0.3776121929140719,0.5989412203494339,0.20174667975815203,11
5,0.2159270390085528,0.5917239967954742,0.11244368091796052,12
6,0.14714792211395944,0.6353955098181441,0.113110400520297,13
7,0.27330932582207684,0.6102234889965469,0.13504377831506303,14
8,0.8387937902846211,0.8229728978457262,0.38184334876616866,16
9,0.6540115509503301,0.7264594172927379,0.2566462979128641,17
10,0.16535449788442969,0.4748167947580808,0.1865124057199413,18
