sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles
9.711929321289062,-0.4809894561767578,3.3032259941101074,30.750030517578125,-2.327707290649414,0.3846064507961273,15.594332695007324,-0.3799082040786743,-8.26838207244873,14.422639846801758,37.65451431274414,105.89436340332033,14.220621109008787,-3.660266876220703,24.187469482421875,-4.994619369506836,5.810708522796631,-3.743717193603516,4.2291765213012695,-0.3150469064712524,-20.99300765991211,8.687901496887207,37.73006820678711,107.62181091308594
10.08910083770752,-1.0297191143035889,6.421431064605713,30.79599380493164,-2.543087244033813,-0.2202577888965606,13.282299995422363,-0.1864896565675735,-9.971145629882812,14.280131340026855,37.463775634765625,105.89193725585938,14.846843719482422,-3.6495635509490967,24.11411476135254,-5.7555036544799805,5.855301856994629,-3.483496904373169,4.053164005279541,-0.2891132831573486,-21.133419036865234,8.66462516784668,37.74349212646485,107.53483581542967
10.55054759979248,-1.488882541656494,9.001981735229492,30.85355567932129,-2.716228485107422,-0.7426743507385254,11.348252296447754,0.0071594663895666,-11.388102531433104,14.133750915527344,37.29303359985352,105.86754608154295,15.453327178955078,-3.6390633583068848,24.042068481445312,-6.489424228668213,5.882141590118408,-3.2763688564300537,3.922230243682861,-0.2871004045009613,-21.21131134033203,8.629191398620605,37.750526428222656,107.44501495361328
11.06881046295166,-1.8563337326049805,11.041013717651367,30.92281723022461,-2.8467392921447754,-1.1860897541046145,9.792558670043944,0.1811954826116562,-12.53477382659912,13.98343563079834,37.14277267456055,105.822021484375,16.038785934448242,-3.628601551055908,23.970203399658203,-7.196359157562256,5.890964984893799,-3.120262861251831,3.836313247680664,-0.3083245456218719,-21.22816467285156,8.581673622131348,37.75105667114258,107.3523406982422
11.6077880859375,-2.130820751190185,12.545920372009276,31.00312614440918,-2.9343020915985107,-1.5521072149276731,8.609529495239258,0.3202950358390808,-13.42747688293457,13.829306602478027,37.013614654541016,105.75636291503906,16.60064697265625,-3.6181368827819824,23.898239135742188,-7.87641716003418,5.881482124328613,-3.012901544570923,3.79517674446106,-0.3523890376091003,-21.185924530029297,8.522382736206055,37.74504470825195,107.2569580078125
12.121918678283691,-2.3125603199005127,13.532718658447266,31.092744827270508,-2.9787380695343018,-1.8400824069976809,7.78802490234375,0.4138434529304504,-14.081043243408203,13.67148494720459,36.90591812133789,105.67147827148438,17.134937286376953,-3.607807159423828,23.827119827270508,-8.52990436553955,5.853392601013184,-2.951538324356079,3.798432111740112,-0.4191721677780151,-21.087554931640625,8.451417922973633,37.73247909545898,107.15895080566406
12.559358596801758,-2.4038784503936768,14.025469779968262,31.18850517272949,-2.980135440826416,-2.047346353530884,7.311081409454346,0.4563587605953216,-14.50893497467041,13.510183334350586,36.82029724121094,105.5683364868164,17.636606216430664,-3.5979199409484863,23.75897789001465,-9.157404899597168,5.806377410888672,-2.932548761367798,3.8456313610076895,-0.5087416768074036,-20.937530517578125,8.368805885314941,37.71344757080078,107.05842590332033
12.868496894836426,-2.409563541412353,14.056076049804688,31.285978317260746,-2.9390714168548584,-2.169975757598877,7.155352592468262,0.4480067193508148,-14.7245512008667,13.345673561096191,36.75693893432617,105.44796752929688,18.10005760192871,-3.588850736618042,23.696407318115234,-9.759564399719238,5.740125179290772,-2.9511091709136963,3.936558723449707,-0.6212172508239746,-20.742223739624023,8.274482727050781,37.68804931640625,106.9553451538086
13.00547218322754,-2.336859703063965,13.664044380187988,31.379377365112305,-2.856722593307495,-2.203331232070923,7.290272235870361,0.3948946595191955,-14.743728637695312,13.178275108337402,36.715858459472656,105.3116455078125,18.519777297973636,-3.580872058868408,23.64131164550781,-10.33704948425293,5.654287815093994,-3.0011205673217773,4.071585178375244,-0.756592869758606,-20.510150909423828,8.168534278869629,37.65659332275391,106.85000610351562
12.940749168395996,-2.195291042327881,12.896890640258787,31.461938858032227,-2.734999179840088,-2.142214298248291,7.677671432495117,0.3088211715221405,-14.587847709655762,13.008295059204102,36.69667434692383,105.16053771972656,18.890892028808597,-3.574002742767334,23.59383773803711,-10.890019416809082,5.54854679107666,-3.075289726257324,4.25223970413208,-0.9145407676696776,-20.252031326293945,8.050783157348633,37.61928939819336,106.74252319335938
