sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles
9.515215873718262,4.2458930015563965,-28.109519958496094,7.077805519104004,5.151569366455078,9.199678421020508,10.376477241516112,0.8434354066848755,9.164536476135254,-1.978520512580872,0.3654735386371612,-9.15219020843506,17.907560348510742,-3.037347316741944,11.59183120727539,62.81675720214844,11.732414245605469,-11.177779197692873
9.897993087768556,4.188734531402588,-27.852954864501957,5.814505100250244,4.76961088180542,8.993022918701172,9.84656047821045,0.9005053639411926,9.244997024536133,-0.6214413642883301,0.4900585412979126,-9.676998138427734,19.32287979125977,-2.797371387481689,11.626298904418944,62.6428337097168,12.008966445922852,-10.250807762145996
10.28355598449707,4.128032684326172,-27.57912826538086,4.60017204284668,4.405475616455078,8.843043327331543,9.322066307067873,0.9653165936470032,9.252716064453123,0.6593615412712097,0.6246272325515747,-10.241972923278809,20.623523712158203,-2.598533391952514,11.808544158935549,62.07787322998047,12.396927833557127,-9.47730541229248
10.671841621398926,4.064267635345459,-27.28997039794922,3.435873746871948,4.059918403625488,8.751776695251465,8.802610397338867,1.0355793237686155,9.187885284423828,1.8672646284103396,0.7664357423782349,-10.835110664367676,21.807693481445312,-2.439659357070923,12.138171195983888,61.10868453979492,12.884644508361816,-8.874513626098633
11.063386917114258,3.9980099201202393,-26.987876892089844,2.323216676712036,3.73389196395874,8.717830657958984,8.288603782653809,1.1089400053024292,9.054350852966309,2.9889280796051025,0.9121975898742676,-11.442276000976562,22.87487030029297,-2.3193604946136475,12.605814933776855,59.72315979003906,13.447552680969238,-8.465559005737305
11.459001541137695,3.92974591255188,-26.67489624023437,1.2645310163497925,3.4287068843841557,8.734463691711426,7.781966686248779,1.1829802989959717,8.861370086669922,3.9953229427337646,1.05787193775177,-12.046414375305176,23.825090408325195,-2.2360727787017822,13.190386772155762,57.91135787963867,14.045587539672852,-8.278003692626953
11.859832763671877,3.859609603881836,-26.35150146484375,0.2627068161964416,3.1459946632385254,8.788244247436523,7.286725997924805,1.255194902420044,8.6238431930542,4.848574638366699,1.198597431182861,-12.62738800048828,24.65829849243164,-2.187875509262085,13.85689640045166,55.66743087768555,14.621654510498049,-8.339815139770508
12.267436981201172,3.787148714065552,-26.015439987182617,-0.6793800592422485,2.88774037361145,8.85956859588623,6.8090033531188965,1.3231221437454224,8.36038875579834,5.511463642120361,1.32858145236969,-13.161619186401367,25.374067306518555,-2.1723949909210205,14.554642677307127,52.993106842041016,15.10159397125244,-8.6726655960083
12.682899475097656,3.711110830307007,-25.660667419433597,-1.5599677562713623,2.6559855937957764,8.925533294677734,6.355647563934326,1.384666919708252,8.088977813720703,5.955847263336182,1.4404128789901731,-13.619338035583496,25.97146797180176,-2.186573266983032,15.217312812805176,49.902156829833984,15.398028373718262,-9.286792755126951
13.106048583984377,3.6295557022094727,-25.277751922607425,-2.379279851913452,2.452633619308472,8.963696479797363,5.932735443115234,1.4383913278579712,7.823117733001709,6.167823791503906,1.5243558883666992,-13.961722373962402,26.44965171813965,-2.2267181873321533,15.76528549194336,46.42522430419922,15.419072151184082,-10.17557144165039
13.535778045654297,3.5403921604156494,-24.856277465820312,-3.140190839767456,2.2789855003356934,8.95474624633789,5.544994831085205,1.483750820159912,7.571407318115234,6.150154113769531,1.5679283142089844,-14.139033317565918,26.808467864990234,-2.2885899543762207,16.110027313232422,42.61269760131836,15.082012176513672,-11.31116008758545
