sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles,Type,Visible
1.2926204204559326,-2.1825318336486816,7.64479923248291,10.523200988769531,1.1549205780029297,-12.750798225402832,14.643113136291504,1.0107437372207642,-2.7502565383911133,-22.63454818725586,27.328304290771484,66.84071350097656,8.709797859191895,-2.442094564437866,4.487190246582031,-17.906394958496094,-2.1862614154815674,-26.48269462585449,35.48488235473633,-15.510330200195312,12.236176490783691,4.918178558349609,29.41856384277344,127.64904022216795,,
1.9734491109848025,-2.0701792240142822,6.806976318359375,9.392507553100586,1.2259517908096311,-12.654864311218262,14.42789363861084,0.9871792793273926,-2.253581047058105,-21.93080139160156,27.770692825317383,68.1695327758789,3.4077625274658203,-1.892012357711792,1.646759033203125,-15.905720710754396,-2.127545118331909,-27.52412986755371,38.94940185546875,-18.037324905395508,14.602025985717772,4.673738479614258,28.91754531860352,128.30665588378906,,
2.6310133934021,-1.985049605369568,6.170169830322266,8.258829116821289,1.2376866340637207,-12.547846794128418,14.18346881866455,1.0215411186218262,-1.9011893272399905,-21.238189697265625,28.188322067260746,69.43428802490234,-0.5205650329589844,-1.450824499130249,-0.6380331516265869,-13.92208766937256,-2.008702278137207,-28.71547508239746,42.109161376953125,-20.581270217895508,16.706058502197266,4.464549064636231,28.432008743286133,128.924560546875,,
3.2675094604492188,-1.9265767335891724,5.731861591339111,7.120800495147705,1.1885517835617063,-12.432802200317385,13.906846046447754,1.113147854804993,-1.6893500089645386,-20.55889320373535,28.582164764404297,70.63324737548828,-3.2162654399871826,-1.1164966821670532,-2.368449211120605,-11.957803726196287,-1.8337243795394895,-30.02703094482422,44.96062850952149,-23.10993194580078,18.551668167114254,4.291120052337647,27.967395782470703,129.50225830078125,,
3.8828766345977774,-1.8943589925765991,5.490065097808838,5.976583480834961,1.07813560962677,-12.312950134277344,13.593442916870115,1.259838342666626,-1.6146626472473145,-19.895132064819336,28.952943801879883,71.7647476196289,-4.825136184692383,-0.8800540566444397,-3.589766502380371,-10.017560005187988,-1.6063708066940308,-31.41085433959961,47.50638198852539,-25.574932098388672,20.135292053222656,4.152902126312256,27.528610229492188,130.03929138183594,,
4.472614288330078,-1.8879915475845337,5.442252159118652,4.823745727539063,0.9076374769210817,-12.191696166992188,13.236554145812988,1.4575626850128174,-1.6738935708999634,-19.249032974243164,29.301183700561523,72.827880859375,-5.482024669647217,-0.7316171526908875,-4.354875087738037,-8.108477592468262,-1.329973578453064,-32.79964828491211,49.75447463989258,-27.909854888916016,21.440961837768555,4.047945022583008,27.12025451660156,130.5346221923828,,
5.027382373809815,-1.906933307647705,5.58445930480957,3.659558057785034,0.680046796798706,-12.073186874389648,12.827728271484377,1.7001043558120728,-1.8631870746612549,-18.6224365234375,29.62723731994629,73.8226547241211,-5.334480285644531,-0.6625860929489136,-4.710169315338135,-6.238874912261963,-1.007528305053711,-34.113407135009766,51.71728897094727,-30.035554885864254,22.441883087158203,3.9729273319244394,26.74662399291992,130.9857177734375,,
5.535415649414063,-1.9503850936889648,5.910411357879639,2.481525659561157,0.3999491035938263,-11.96308422088623,12.358139991760254,1.9791141748428345,-2.175956010818481,-18.016611099243164,29.93129539489746,74.7507553100586,-4.5713982582092285,-0.6647505760192871,-4.699034214019775,-4.41645097732544,-0.642144501209259,-35.27192306518555,53.40974044799805,-31.87185859680176,23.110015869140625,3.92325758934021,26.41152572631836,131.38864135742188,,
5.986361026763916,-2.017289638519287,6.4115309715271,1.288218379020691,0.0731704607605934,-11.869239807128906,11.820576667785645,2.2845675945281982,-2.6010684967041016,-17.432147979736328,30.21366310119629,75.6156234741211,-3.427297592163086,-0.7276063561439514,-4.375527858734131,-2.646857976913452,-0.2377910017967224,-36.20695495605469,54.847293853759766,-33.350181579589844,23.42931365966797,3.893200635910034,26.1179256439209,131.73789978027344,,
6.374400615692139,-2.106363296508789,7.077144622802734,0.0800257846713066,-0.2939518690109253,-11.801854133605955,11.211370468139648,2.6058638095855717,-3.122353792190552,-16.868568420410156,30.47484588623047,76.42271423339844,-2.151937484741211,-0.8365837931632996,-3.813978910446167,-0.9331879615783693,0.2002022564411163,-36.87018585205078,56.04399871826172,-34.42270278930664,23.405031204223636,3.876398801803589,25.86756706237793,132.02720642089844,,
6.699311256408691,-2.2160489559173584,7.894113063812256,-1.1404476165771484,-0.69505774974823,-11.772841453552246,10.531869888305664,2.933222532272339,-3.7191336154937744,-16.32413101196289,30.715904235839844,77.1795654296875,-0.9601364731788636,-0.973621904850006,-3.106787204742432,0.7235289216041565,0.6646978855133057,-37.23643493652344,57.01111602783203,-35.0665397644043,23.0670108795166,3.8660945892333984,25.660703659057617,132.25009155273438,,
6.966015815734863,-2.3443562984466557,8.845640182495117,-2.3681044578552246,-1.1242988109588623,-11.794434547424316,9.78933048248291,3.258973836898804,-4.367260932922363,-15.795565605163574,30.93851661682129,77.89583587646484,0.011433714069426,-1.1201286315917969,-2.3496689796447754,2.323659658432007,1.1469095945358276,-37.30339431762695,57.75626373291016,-35.283966064453125,22.465978622436523,3.855890989303589,25.496049880981445,132.40122985839844,,
7.183474540710449,-2.488773822784424,9.910711288452148,-3.595717191696167,-1.5762910842895508,-11.877368927001951,8.996811866760254,3.57810115814209,-5.0407562255859375,-15.277876853942873,31.14494514465332,78.5831298828125,0.7236962914466858,-1.260433554649353,-1.623811960220337,3.8680615425109854,1.6365519762039185,-37.09012985229492,58.28274154663086,-35.10036849975586,21.66524887084961,3.8402721881866455,25.37094497680664,132.477294921875,,
7.363535404205322,-2.646329641342163,11.064742088317873,-4.81447172164917,-2.045954465866089,-12.028807640075684,8.171853065490723,3.8879716396331783,-5.714319229125977,-14.764599800109863,31.337984085083008,79.25455474853516,1.222246766090393,-1.3838545083999634,-0.9848552346229552,5.357583999633789,2.122446060180664,-36.63451766967773,58.58932876586914,-34.56089401245117,20.730546951293945,3.815101623535156,25.281435012817383,132.47805786132812,,
7.520143508911133,-2.813769817352295,12.28118133544922,-6.014829635620117,-2.5279674530029297,-12.25075626373291,7.334290504455566,4.18740701675415,-6.365880012512207,-14.247994422912598,31.520751953125,79.92411804199219,1.5986104011535645,-1.4852008819580078,-0.4599865674972534,6.792756080627441,2.59305191040039,-35.989559173583984,58.67079162597656,-33.72597885131836,19.7209415435791,3.777941942214966,25.22294235229492,132.40696716308594,,
7.668754577636719,-2.9878172874450684,13.533695220947266,-7.187325954437256,-3.0165343284606934,-12.53929328918457,6.504062652587891,4.475600719451904,-6.9786577224731445,-13.719858169555664,31.69664001464844,80.6055679321289,1.9468997716903689,-1.5645039081573486,-0.0492190271615982,8.173675537109375,3.037300109863281,-35.21867752075195,58.5189094543457,-32.66592025756836,18.682552337646484,3.7279868125915527,25.19038963317871,132.27084350585938,,
7.825070381164551,-3.165383100509644,14.797956466674805,-8.323261260986328,-3.505223512649536,-12.88510799407959,5.699489116668701,4.751135349273682,-7.542389869689941,-13.172000885009766,31.86877822875977,81.31160736083984,2.335939645767212,-1.6257387399673462,0.2679648101329803,9.49989414215088,3.4451982975006104,-34.39023971557617,58.12406921386719,-31.454912185668945,17.646263122558594,3.666097640991211,25.178991317749023,132.0800018310547,,
8.003146171569824,-3.343891859054565,16.054113388061523,-9.415102005004885,-3.987030267715454,-13.274919509887695,4.9360671043396,5.011355876922607,-8.05456256866455,-12.59713649749756,32.03999710083008,82.05279541015625,2.799396753311157,-1.675477147102356,0.5255895853042603,10.770289421081545,3.8082644939422607,-33.57225799560547,57.47649383544922,-30.16507339477539,16.628433227539062,3.594246625900269,25.184289932250977,131.8469696044922,,
8.21399974822998,-3.521334409713745,17.2871150970459,-10.456640243530272,-4.454740524291992,-13.693140983581545,4.225899696350098,5.252366065979004,-8.519286155700684,-11.98947811126709,32.212486267089844,82.83662414550781,3.3379440307617188,-1.721768856048584,0.7653413414955139,11.982929229736328,4.1199212074279785,-32.826847076416016,56.56720733642578,-28.860471725463867,15.633445739746094,3.5150952339172363,25.2026424407959,131.58554077148438,,
8.465203285217285,-3.696187496185303,18.486034393310547,-11.443493843078612,-4.901251316070557,-14.123640060424805,3.577499389648437,5.469450950622559,-8.944808006286621,-11.345308303833008,32.38743591308594,83.66690063476562,3.92866587638855,-1.772931456565857,1.0302883386611938,13.134408950805664,4.375638961791992,-32.20426177978516,55.38972854614258,-27.591264724731445,14.657691955566406,3.4313714504241943,25.231056213378903,131.30966186523438,,
8.761585235595703,-3.8673713207244873,19.64362335205078,-12.372973442077637,-5.320074081420898,-14.55124855041504,2.996238470077514,5.6578288078308105,-9.34106731414795,-10.66333293914795,32.5651969909668,84.5431900024414,4.536856651306152,-1.8363046646118164,1.3584051132202148,14.21969223022461,4.573022365570068,-31.738622665405277,53.94160079956055,-26.389667510986328,13.694816589355469,3.345142602920532,25.267030715942383,131.03213500976562,,
9.106555938720703,-4.034250259399414,20.756113052368164,-13.244101524353027,-5.705604553222656,-14.963284492492676,2.4851937294006348,5.8133158683776855,-9.717690467834473,-9.944880485534668,32.74508285522461,85.46112060546875,5.126273155212402,-1.9175318479537964,1.7788262367248535,15.231977462768556,4.7114362716674805,-31.44786834716797,52.22500991821289,-25.26970863342285,12.73980712890625,3.25742506980896,25.308332443237305,130.76385498046875,,
9.50305461883545,-4.1961350440979,21.81974029541016,-14.057906150817873,-6.053528785705566,-15.349482536315918,2.045323610305786,5.933391094207764,-10.08131504058838,-9.194104194641112,32.925758361816406,86.41218566894531,5.6659932136535645,-2.0197365283966064,2.30754017829895,16.163028717041016,4.791662216186523,-31.336641311645508,50.246768951416016,-24.229171752929688,11.792699813842772,3.1678168773651123,25.352617263793945,130.51312255859375,,
9.953618049621582,-4.3514604568481445,22.82549285888672,-14.818181037902832,-6.360998153686523,-15.70073699951172,1.674783706665039,6.018289089202881,-10.432942390441896,-8.41783618927002,33.105262756347656,87.38442993164062,6.133676052093506,-2.1429548263549805,2.9444196224212646,17.003435134887695,4.8154730796813965,-31.399349212646484,48.01790618896485,-23.251785278320312,10.860183715820312,3.0744311809539795,25.397205352783203,130.2852783203125,,
10.459551811218262,-4.497457027435303,23.75735664367676,-15.531693458557127,-6.626724243164063,-16.007925033569336,1.368103265762329,6.0715203285217285,-10.768200874328612,-7.62522554397583,33.2815055847168,88.36322784423828,6.515830039978027,-2.284122943878174,3.6731557846069336,17.74331283569336,4.785285949707031,-31.62388801574707,45.553409576416016,-22.310230255126957,9.95636749267578,2.9745168685913086,25.43895530700684,130.08322143554688,,
11.01982593536377,-4.630339622497559,24.593969345092773,-16.207660675048828,-6.850772380828857,-16.26190948486328,1.1162970066070557,6.099522113800049,-11.07939624786377,-6.827421188354492,33.452396392822266,89.33214569091797,6.804228782653809,-2.437815427780152,4.465162754058838,18.373214721679688,4.703673362731934,-31.99526596069336,42.87214279174805,-21.369407653808597,9.102745056152344,2.864846706390381,25.47428131103516,129.90789794921875,,
11.630175590515137,-4.745699882507324,25.311227798461918,-16.856731414794922,-7.034536838531494,-16.45429801940918,0.9081783294677734,6.110778331756592,-11.35744285583496,-6.0368499755859375,33.61602783203125,90.27393341064452,6.991004467010498,-2.5980706214904785,5.28913164138794,18.885129928588867,4.573160648345947,-32.49873352050781,39.99663543701172,-20.38966941833496,8.32593059539795,2.7424166202545166,25.49930953979492,129.7588653564453,,
12.283315658569336,-4.838999271392822,25.885120391845703,-17.48971939086914,-7.180441379547119,-16.578590393066406,0.7325142621994019,6.11444902420044,-11.592680931091309,-5.266746520996094,33.77088165283203,91.17130279541016,7.066590309143066,-2.761521100997925,6.127230167388916,19.27376747131348,4.395905494689941,-33.12191390991211,36.95276641845703,-19.32990264892578,7.651347637176514,2.6050450801849365,25.51022720336914,129.635009765625,,
12.970207214355469,-4.906357765197754,26.29598045349121,-18.11644744873047,-7.291824817657471,-16.631423950195312,0.5800358653068542,6.118888378143311,-11.775795936584473,-4.5303449630737305,33.915626525878906,92.0081024169922,7.022465705871582,-2.930960178375244,6.993211269378662,19.53744888305664,4.17377233505249,-33.855224609375,33.769229888916016,-18.15012550354004,7.093651294708252,2.4516918659210205,25.503572463989254,129.53488159179688,,
13.681057929992676,-4.945644378662109,26.53426170349121,-18.74475860595703,-7.372859001159668,-16.613252639770508,0.4444920420646667,6.130195140838623,-11.900134086608888,-3.8405234813690186,34.049278259277344,92.7694854736328,6.858346462249756,-3.1174495220184326,7.942550182342529,19.679109573364254,3.9086012840271,-34.691349029541016,30.478954315185547,-16.814565658569336,6.649007320404053,2.2828176021575928,25.476491928100582,129.45733642578125,,
14.406001091003418,-4.957540035247803,26.606216430664062,-19.379867553710938,-7.428507804870605,-16.528732299804688,0.3228533565998077,6.151075839996338,-11.964777946472168,-3.209205150604248,34.17110061645508,93.44303131103516,6.59066104888916,-3.339536190032959,9.067255020141602,19.70663452148437,3.602849245071411,-35.6226692199707,27.122262954711918,-15.294748306274414,6.29237174987793,2.1004886627197266,25.427106857299805,129.40162658691406,,
15.136003494262695,-4.945623397827148,26.53413772583008,-20.024080276489254,-7.46436882019043,-16.386533737182617,0.215468630194664,6.180531024932861,-11.975299835205078,-2.6477179527282715,34.28044891357422,94.01807403564452,6.258924007415772,-3.619628429412842,10.475439071655272,19.63288688659668,3.260190725326538,-36.63860702514648,23.751163482666016,-13.57395362854004,5.981772422790527,1.908496379852295,25.354677200317383,129.36773681640625,,
