sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,Type,Visible
14.801589965820312,3.3134546279907227,-21.66776657104492,-21.009841918945312,-3.4777605533599854,18.326885223388672,-0.6772244572639465,-3.083691358566284,-2.135782480239868,-0.614330530166626,3.750468492507935,-12.40958309173584,28.02191162109375,6.113829135894775,4.072809219360352,12.141791343688965,1.5233757495880127,1.901517868041992,,
14.165021896362305,3.524385929107666,-22.488666534423828,-20.25982093811035,-3.8174080848693848,18.61872100830078,2.9927468299865723,-2.394979476928711,-1.2364963293075562,0.7260833382606506,4.220024108886719,-13.860892295837402,27.307937622070312,6.335562229156494,4.763039588928223,13.630281448364258,2.302146673202514,2.535716772079468,,
12.861300468444824,3.658904075622559,-23.00702667236328,-19.35132598876953,-4.184573650360107,18.839731216430664,6.592497825622559,-1.5624842643737793,-0.3750896751880646,1.9026163816452024,4.599541664123535,-15.020243644714355,26.481224060058597,6.555305004119873,5.374560356140137,14.747544288635254,2.9834418296813965,2.9756195545196533,,
10.91630744934082,3.7259790897369385,-23.263978958129883,-18.28055000305176,-4.573448181152344,18.987010955810547,10.148134231567385,-0.6167668104171753,0.5203165411949158,2.924117088317871,4.896880626678467,-15.91946029663086,25.54688262939453,6.77390718460083,5.9027509689331055,15.51267910003662,3.5505177974700928,3.2468819618225098,,
8.401968955993652,3.7311739921569824,-23.283838272094727,-17.04630470275879,-4.975634574890137,19.05704498291016,13.682100296020508,0.4060812592506408,1.4970569610595703,3.8010194301605225,5.120491027832031,-16.590200424194336,24.515810012817383,6.991521835327148,6.339719772338867,15.952767372131348,3.9909379482269287,3.37588882446289,,
5.454082012176514,3.678762912750244,-23.08320617675781,-15.651071548461914,-5.379244804382324,19.04500770568848,17.210119247436523,1.462852120399475,2.577414035797119,4.54662561416626,5.277530193328857,-17.058345794677734,23.406457901000977,7.207171440124512,6.6745123863220215,16.10511016845703,4.297580242156982,3.387687921524048,,
2.273642301559448,3.575060606002808,-22.68441390991211,-14.101250648498535,-5.769285202026367,18.94365882873535,20.73860740661621,2.503745079040528,3.759944915771485,5.176777362823486,5.3721184730529785,-17.339136123657227,22.244525909423828,7.418571472167969,6.895236492156982,16.016775131225586,4.469969749450684,3.301449775695801,,
-0.8958098292350769,3.431288719177246,-22.127561569213867,-12.406822204589844,-6.129017353057861,18.742839813232425,24.262651443481445,3.474924325942993,5.022881507873535,5.708591938018799,5.405017852783203,-17.43659019470215,21.06034278869629,7.621850967407227,6.992703914642334,15.741007804870604,4.515594959259033,3.1273555755615234,,
-3.809272050857544,3.2636046409606934,-21.472332000732425,-10.580636978149414,-6.44240140914917,18.42997169494629,27.764549255371094,4.323461055755615,6.327920436859131,6.159116744995117,5.375452041625977,-17.349016189575195,19.88456153869629,7.811526775360107,6.964475631713867,15.33137035369873,4.45058012008667,2.868562698364258,,
-6.2632832527160645,3.0898354053497314,-20.78687286376953,-8.637789726257324,-6.696315288543701,17.99196434020996,31.21358871459961,5.003515243530273,7.624082565307617,6.544877052307129,5.284782409667969,-17.079906463623047,18.743297576904297,7.980237007141113,6.818219661712647,14.83578872680664,4.299551010131836,2.5289971828460693,,
