sLANK,cLANK,pLANK,sLASI,cLASI,pLASI,sLKNE,cLKNE,pLKNE,sLWRA,cLWRA,pLWRA,sRANK,cRANK,pRANK,sRASI,cRASI,pRASI,sRKNE,cRKNE,pRKNE,sRWRA,cRWRA,pRWRA
115.2407684326172,-161.995849609375,132.6867218017578,181.6515350341797,-266.1142272949219,940.7975463867188,164.01254272460938,-201.2567138671875,482.659912109375,270.1498107910156,-432.2418518066406,879.9007568359375,-117.11900329589844,-170.2769012451172,183.61117553710935,-128.37008666992188,-245.04638671875,959.3206176757812,-144.39996337890625,-311.15118408203125,501.6649475097656,-227.67562866210935,-261.6463623046875,861.920166015625
115.4093780517578,-151.9573516845703,132.61981201171875,182.42657470703125,-263.1574401855469,940.4120483398438,164.64044189453125,-191.80064392089844,482.6959838867188,267.7106018066406,-438.6626281738281,884.9591064453125,-118.87084197998048,-189.6328887939453,175.4440460205078,-127.74807739257812,-244.21958923339844,959.401123046875,-144.17041015625,-313.9306030273437,502.4413146972656,-228.19667053222656,-251.7826690673828,859.9227294921875
115.57071685791016,-141.9407196044922,132.57579040527344,183.12478637695312,-260.2830505371094,939.9397583007812,165.20523071289062,-182.53355407714844,482.7245178222656,265.15478515625,-444.6047058105469,889.6943969726562,-120.6441421508789,-209.1097412109375,168.1337127685547,-127.20468139648438,-243.45785522460935,959.3121337890624,-143.9096221923828,-316.2156677246094,502.827392578125,-228.58627319335935,-242.2786102294922,857.922607421875
115.72473907470705,-131.9460906982422,132.5547332763672,183.7461700439453,-257.4910888671875,939.3805541992188,165.70693969726562,-173.45606994628906,482.7452087402344,262.482421875,-450.0680847167969,894.1061401367188,-122.43677520751952,-228.7014617919922,161.6839141845703,-126.73968505859376,-242.7613525390625,959.0537719726562,-143.61819458007812,-318.00860595703125,502.8249206542969,-228.8446044921875,-233.13450622558597,855.919677734375
115.87127685546876,-121.97380065917967,132.5568084716797,184.290771484375,-254.78160095214844,938.734375,166.14559936523438,-164.56988525390625,482.7573852539063,259.6937255859375,-455.052978515625,898.1929931640625,-124.24288177490234,-248.39132690429688,156.1033172607422,-126.35247802734376,-242.13067626953125,958.6264038085938,-143.29788208007812,-319.3160095214844,502.4390563964844,-228.9722442626953,-224.351318359375,853.9136962890625
116.010009765625,-112.0244369506836,132.5821990966797,184.7587432861328,-252.1545562744141,938.0009765625,166.5211944580078,-155.87852478027344,482.7596435546875,256.7889404296875,-459.5598449707031,901.9523315429688,-126.0508804321289,-268.14520263671875,151.40512084960938,-126.0417938232422,-241.5670166015625,958.03076171875,-142.95187377929688,-320.1515808105469,501.6806945800781,-228.97032165527344,-215.93115234375,851.904052734375
116.14036560058594,-102.0989227294922,132.63107299804688,185.15072631835935,-249.60955810546875,937.1803588867188,166.8336639404297,-147.38792419433594,482.7499084472656,253.7687530517578,-463.5894165039063,905.3797607421876,-127.84209442138672,-287.9052429199219,147.60382080078125,-125.8053970336914,-241.0721893310547,957.2684326171876,-142.58509826660156,-320.53912353515625,500.5687561035156,-228.84085083007807,-207.87762451171875,849.8895263671875
116.2615966796875,-92.19871520996094,132.70330810546875,185.46812438964844,-247.1456756591797,936.2728271484376,167.08294677734375,-139.1066131591797,482.7251281738281,250.63401794433597,-467.1427917480469,908.46875,-129.5902099609375,-307.5846252441406,144.70916748046875,-125.63983917236328,-240.6483917236328,956.342041015625,-142.2039031982422,-320.5145568847656,499.1318359375,-228.5869140625,-200.1961669921875,847.868408203125
116.37277221679688,-82.32615661621094,132.7984619140625,185.71331787109372,-244.7613067626953,935.2792358398438,167.26910400390625,-131.0458526611328,482.6813049316406,247.38609313964844,-470.2214965820313,911.2107543945312,-131.26162719726562,-327.0640869140625,142.7178497314453,-125.5402374267578,-240.2979431152344,955.2559204101562,-141.81573486328125,-320.1273498535156,497.4087524414063,-228.21299743652344,-192.8941650390625,845.8380126953125
116.47273254394533,-72.4849624633789,132.91549682617188,185.8897247314453,-242.45433044433597,934.2012329101562,167.39247131347656,-123.21923065185548,482.6135559082031,244.0268096923828,-472.8273620605469,913.5947875976562,-132.8170928955078,-346.1916198730469,141.60400390625,-125.50028228759766,-240.0230712890625,954.0162963867188,-141.42852783203125,-319.4406433105469,495.4476013183594,-227.72515869140625,-185.9810485839844,843.7947998046875
