sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,Type,Visible
6.129939556121826,3.9012837409973145,-23.93075942993164,7.8427228927612305,2.4194705486297607,11.938664436340332,2.9776759147644043,1.3433064222335815,6.484737396240234,-5.354889392852783,6.588932514190674,-20.867843627929688,10.67833137512207,-1.0933343172073364,6.108515739440918,55.006492614746094,1.9382202625274656,7.652578830718994,,
6.224214553833008,3.8770577907562256,-23.839035034179688,6.75709867477417,2.4020864963531494,12.191177368164062,2.196601629257202,1.1580114364624023,6.077891826629639,-4.721296310424805,6.212367057800293,-19.792903900146484,12.676971435546877,-0.7501075267791748,4.6632161140441895,56.53116607666016,1.0250837802886963,7.200268268585205,,
6.306033611297607,3.838482141494751,-23.69270133972168,5.687294960021973,2.364640951156616,12.445143699645996,1.4091957807540894,0.9621639251708984,5.627829551696777,-4.0729193687438965,5.878498077392578,-18.826854705810547,14.591631889343262,-0.4252510666847229,3.394572734832764,57.71104049682617,0.2490781843662262,6.8050642013549805,,
6.375351428985596,3.7852683067321777,-23.49028205871582,4.632634162902832,2.3068079948425293,12.699182510375977,0.6148051619529724,0.7560052275657654,5.133779048919678,-3.392184019088745,5.597853183746338,-18.00563621520996,16.413372039794922,-0.1194669976830482,2.3295884132385254,58.55105209350586,-0.3504262566566467,6.519079685211182,,
6.432158946990967,3.717158794403076,-23.230268478393555,3.5927016735076904,2.22818922996521,12.952459335327148,-0.1872180998325348,0.5404548048973083,4.5944366455078125,-2.660290479660034,5.378763675689697,-17.35887908935547,18.135656356811523,0.1672811359167099,1.4851051568984983,59.05824661254883,-0.7478514909744263,6.378454208374023,,
6.476532459259033,3.6341049671173096,-22.91178703308105,2.5674116611480717,2.128411769866944,13.204835891723633,-0.9973763227462769,0.3172050714492798,4.008381843566895,-1.860958218574524,5.226434707641602,-16.906341552734375,19.754350662231445,0.435632586479187,0.8654127717018127,59.240970611572266,-0.9337514042854308,6.397194862365723,,
6.508778095245361,3.5368311405181885,-22.536813735961918,1.5570082664489746,2.007394790649414,13.45729160308838,-1.8159043788909912,0.0884465649724006,3.375944137573242,-0.9843552112579346,5.1417107582092285,-16.653648376464844,21.267539978027344,0.6865924000740051,0.4611809849739074,59.1080207824707,-0.915646493434906,6.564146995544434,,
6.529557704925537,3.427359342575073,-22.11229705810547,0.5617717504501343,1.8654601573944087,13.711926460266112,-2.642634153366089,-0.1435823589563369,2.701507806777954,-0.0299337916076183,5.120110034942627,-16.589111328125,22.67470932006836,0.9214587807655334,0.2502681612968445,58.66754913330078,-0.7168169617652893,6.844200611114502,,
6.539853096008301,3.308961868286133,-21.65019416809082,-0.4178594350814819,1.703605055809021,13.971559524536133,-3.4765281677246094,-0.3768479228019714,1.9938690662384035,0.9923177361488342,5.1519622802734375,-16.684261322021484,23.975709915161133,1.1414612531661987,0.2010389566421508,57.92623519897461,-0.3725261688232422,7.184781074523926,,
6.541011333465576,3.1854193210601807,-21.164743423461918,-1.380981206893921,1.523521065711975,14.238497734069824,-4.31494140625,-0.6094116568565369,1.2645785808563232,2.0621259212493896,5.223376274108887,-16.897232055664062,25.169588088989254,1.3475722074508667,0.2763577401638031,56.888797760009766,0.0746195912361145,7.525301933288574,,
