sLANK,cLANK,pLANK,sLASI,cLASI,pLASI,sLKNE,cLKNE,pLKNE,sLWRA,cLWRA,pLWRA,sRANK,cRANK,pRANK,sRASI,cRASI,pRASI,sRKNE,cRKNE,pRKNE,sRWRA,cRWRA,pRWRA
144.7551727294922,-196.39926147460935,122.4226531982422,171.21083068847656,-267.1769104003906,903.7804565429688,169.65426635742188,-231.41485595703125,478.7513732910156,-171.80470275878906,-298.7562255859375,820.71142578125,-109.21337890625,-46.79192352294922,249.7485809326172,-107.76219177246094,-263.0004577636719,884.0538940429688,-110.71805572509766,-270.86798095703125,479.5989685058594,224.53538513183597,-220.4900360107422,797.4176025390625
144.6237030029297,-183.14268493652344,122.40122985839844,171.48716735839844,-265.0272521972656,903.5161743164062,169.64599609375,-221.95062255859372,477.9974670410156,-177.0047149658203,-279.4932861328125,812.7819213867188,-110.04695129394533,-64.8885498046875,241.49708557128903,-107.7422332763672,-261.7034606933594,886.0184326171875,-111.0371322631836,-279.96343994140625,482.9959411621094,224.10450744628903,-236.5637359619141,803.2579956054688
144.50267028808594,-169.93016052246094,122.39269256591795,171.75440979003906,-262.7983093261719,903.0679931640624,169.58200073242188,-212.60675048828125,477.2193298339844,-181.8900909423828,-260.2992553710937,805.6566162109375,-110.98126220703124,-83.54378509521484,233.00857543945312,-107.6928482055664,-260.54742431640625,887.6600341796875,-111.56459045410156,-288.38836669921875,486.0628051757813,223.6037750244141,-252.1629638671875,809.22412109375
144.39114379882812,-156.76199340820312,122.39743041992188,172.01242065429688,-260.4906616210937,902.4367065429688,169.4600372314453,-203.3843994140625,476.4164733886719,-186.45904541015625,-241.1771697998047,799.33544921875,-112.01947784423828,-102.76160430908205,224.2937774658203,-107.6140365600586,-259.5326843261719,888.978759765625,-112.30162048339844,-296.13873291015625,488.7951354980469,223.032958984375,-267.2865600585937,815.3148193359375
144.28646850585938,-143.638671875,122.41634368896484,172.2607421875,-258.1059265136719,901.6245727539062,169.2748565673828,-194.28561401367188,475.5880737304688,-190.706787109375,-222.1353912353516,793.8179321289062,-113.17076110839844,-122.55227661132812,215.38104248046875,-107.50592041015624,-258.6600036621094,889.974853515625,-113.2488021850586,-303.2022399902344,491.1821899414063,222.39138793945312,-281.9314880371094,821.52685546875
144.1838836669922,-130.55995178222656,122.45098114013672,172.4981689453125,-255.64749145507807,900.6355590820312,169.01829528808594,-185.31170654296875,474.7330322265625,-194.6243896484375,-203.1908416748047,789.1019897460938,-114.4505386352539,-142.9322509765625,206.32395935058597,-107.3690185546875,-257.93048095703125,890.64892578125,-114.40200805664062,-309.55224609375,493.204833984375,221.67784118652344,-296.0918273925781,827.8536987304688
144.07666015625,-117.52430725097656,122.50357055664062,172.72247314453125,-253.1212615966797,899.4756469726562,168.68150329589844,-176.46055603027344,473.8505859375,-198.19825744628903,-184.3712310791016,785.1826171875,-115.87682342529295,-163.9195556640625,197.20640563964844,-107.20462036132812,-257.3456726074219,891.0023803710938,-115.74723815917967,-315.1422424316406,494.8339538574219,220.8903045654297,-309.75830078125,834.2842407226562
143.9569854736328,-104.5284423828125,122.57695770263672,172.92996215820312,-250.5362701416016,898.1525268554688,168.25811767578125,-167.72410583496094,472.9406433105469,-201.41094970703125,-165.71652221679688,782.0498046875,-117.4643325805664,-185.52532958984372,188.1443023681641,-107.01525115966795,-256.9075012207031,891.0377197265625,-117.25699615478516,-319.9037475585937,496.0292663574219,220.0259552001953,-322.9179077148437,840.8019409179688
143.81687927246094,-91.56739044189452,122.67459106445312,173.1154022216797,-247.90509033203125,896.6753540039062,167.74717712402344,-159.0876922607422,472.0040893554688,-204.24285888671875,-147.2793731689453,779.6865844726562,-119.2182388305664,-207.7418212890625,179.2836151123047,-106.80509948730467,-256.6181335449219,890.7593383789062,-118.89024353027344,-323.75018310546875,496.739013671875,219.0812530517578,-335.55438232421875,847.3844604492188
143.64877319335938,-78.63497924804688,122.80056762695312,173.27223205566406,-245.24407958984372,895.0542602539062,167.15476989746094,-150.53231811523438,471.0429992675781,-206.67498779296875,-129.12457275390625,778.0669555664062,-121.1287841796875,-230.5275421142578,170.7943572998047,-106.58020782470705,-256.4800720214844,890.1736450195312,-120.5969696044922,-326.588134765625,496.90185546875,218.05206298828125,-347.64874267578125,854.0032958984375
143.44589233398438,-65.72505950927734,122.95989990234376,173.3928985595703,-242.57339477539065,893.2998046875,166.49368286132812,-142.03993225097656,470.0609436035156,-208.69223022460935,-111.32747650146484,777.154541015625,-123.16754150390624,-253.7921600341797,162.8600616455078,-106.34852600097656,-256.49615478515625,889.2899780273438,-122.32763671875,-328.3367004394531,496.4515380859375,216.93382263183597,-359.18017578125,860.6243286132812
143.2027130126953,-52.833404541015625,123.15900421142578,173.4695281982422,-239.9171295166016,891.4232788085938,165.78173828125,-133.5998992919922,469.0628967285156,-210.2870178222656,-93.9713897705078,776.9017333984375,-125.28649139404295,-277.3828430175781,155.66287231445312,-106.1196746826172,-256.66961669921875,888.12109375,-124.04490661621094,-328.9523010253906,495.3265380859375,215.72198486328125,-370.1271057128906,867.2081909179688
142.91567993164062,-39.95978164672852,123.4063949584961,173.4939727783203,-237.3036651611328,889.436279296875,165.03929138183594,-125.21540832519533,468.0555114746094,-211.462646484375,-77.14449310302734,777.2493896484375,-127.42057037353516,-301.0748596191406,149.36502075195312,-105.90469360351562,-257.0041198730469,886.6832275390625,-125.73126220703124,-328.4501647949219,493.4846801757813,214.41241455078125,-380.4683532714844,873.7110595703125
142.58460998535156,-27.10976791381836,123.71337127685548,173.4577178955078,-234.7659149169922,887.3509521484375,164.2864227294922,-116.9067840576172,467.0472412109375,-212.2360992431641,-60.9366340637207,778.127685546875,-129.49362182617188,-324.5699157714844,144.0878448486328,-105.7157745361328,-257.5035705566406,884.9970703125,-127.39105987548828,-326.9184265136719,490.91986083984375,213.00210571289065,-390.1841430664063,880.0862426757812
142.214599609375,-14.29597282409668,124.09461975097656,173.35198974609375,-232.34078979492188,885.1798706054688,163.540771484375,-108.7109375,466.0489196777344,-212.6395263671875,-45.43611907958984,779.4568481445312,-131.42752075195312,-347.5037841796875,139.89108276367188,-105.56610870361328,-258.17193603515625,883.0875244140625,-129.04830932617188,-324.523193359375,487.6759338378906,211.48977661132807,-399.2569885253906,886.2853393554688
141.81817626953125,-1.5382097959518433,124.5688247680664,173.1677703857422,-230.0681304931641,882.936279296875,162.8160858154297,-100.67643737792967,465.07427978515625,-212.7203826904297,-30.726749420166016,781.1493530273438,-133.15338134765625,-369.462890625,136.7570343017578,-105.46976470947266,-259.0130920410156,880.9844970703125,-130.7411346435547,-321.5050964355469,483.8533630371094,209.87635803222656,-407.67236328125,892.2596435546875
141.41653442382812,11.13743782043457,125.15894317626952,172.89596557617188,-227.9896240234375,880.6338500976562,162.1215057373047,-92.85652160644533,464.1401672363281,-212.5399475097656,-16.885513305664062,783.1121826171875,-134.62306213378906,-390.007568359375,134.58425903320312,-105.44170379638672,-260.0304260253906,878.7227172851562,-132.5130615234375,-318.1657409667969,479.6061096191406,208.16526794433597,-415.41900634765625,897.9612426757812
141.0386962890625,23.701072692871094,125.89190673828124,172.5272979736328,-226.14764404296875,878.2869262695312,161.46139526367188,-85.30332946777344,463.2663879394531,-212.17056274414065,-3.981236934661865,785.2489624023438,-135.81723022460938,-408.6986389160156,133.19358825683594,-105.4978256225586,-261.22637939453125,876.3424072265625,-134.4013214111328,-314.8441162109375,475.128662109375,206.3624725341797,-422.4892272949219,903.34423828125
140.7169952392578,36.12289810180664,126.79703521728516,172.05233764648438,-224.58413696289065,875.9107666015625,160.8351287841797,-78.06477355957031,462.4744262695313,-211.6917724609375,7.925788402557373,787.4627685546875,-136.74758911132812,-425.1253967285156,132.34735107421875,-105.65489959716795,-262.602294921875,873.8887939453125,-136.4233856201172,-311.8826599121094,470.6359558105469,204.47642517089844,-428.8787841796875,908.3655395507812
140.48123168945312,48.37596893310547,127.90423583984376,171.4613037109375,-223.33935546875,873.5216674804688,160.23683166503906,-71.18419647216797,461.7854309082031,-211.1859436035156,18.78327751159668,789.6586303710938,-137.4542999267578,-438.9356689453125,131.7802734375,-105.93031311035156,-264.15771484375,871.4122314453125,-138.56500244140625,-309.5870361328125,466.3386840820313,202.51792907714844,-434.5870361328125,912.9857788085938
140.35348510742188,60.435794830322266,129.24276733398438,170.7442169189453,-222.45037841796875,871.1373291015625,159.65463256835938,-64.70301055908203,461.2174682617188,-210.73358154296875,28.546030044555664,791.7461547851562,-137.9987335205078,-449.86669921875,131.23736572265625,-106.3414306640625,-265.8899841308594,868.9673461914062,-140.7739715576172,-308.1870422363281,462.4174499511719,200.49969482421875,-439.6166076660156,917.169677734375
140.34432983398438,72.27699279785156,130.84085083007812,169.8913116455078,-221.94915771484372,868.7766723632812,159.0694122314453,-58.66604232788086,460.78216552734375,-210.4087677001953,37.17497253417969,793.6419677734375,-138.45176696777344,-457.7723693847656,130.51036071777344,-106.90460205078124,-267.79345703125,866.6119384765625,-142.96409606933594,-307.8079833984375,459.0001831054688,198.4359588623047,-443.9731750488281,920.8866577148438
140.4510040283203,83.8677749633789,132.72555541992188,168.8937225341797,-221.86029052734372,866.4603881835938,158.45362854003906,-53.12832260131836,460.48138427734375,-210.2755889892578,44.63612747192383,795.2722778320312,-138.87973022460938,-462.6435241699219,129.46498107910156,-107.63390350341795,-269.8585205078125,864.405029296875,-145.03367614746094,-308.4592590332031,456.15032958984375,196.342041015625,-447.6650390625,924.1111450195312
140.65756225585938,95.163330078125,134.92263793945312,167.7443389892578,-222.19857788085935,864.210693359375,157.77085876464844,-48.16204071044922,460.3047180175781,-210.38560485839844,50.89948654174805,796.574462890625,-139.33262634277344,-464.6170654296875,128.05352783203125,-108.539794921875,-272.0709228515625,862.4053344726562,-146.8948211669922,-310.0426025390625,453.87060546875,194.2338714599609,-450.7026062011719,926.8218994140624
140.9370880126953,106.09909057617188,137.45594787597656,166.4387664794922,-222.96649169921875,862.0514526367188,156.97744750976562,-43.86196899414063,460.2281799316406,-210.7767791748047,55.938087463378906,797.4989013671875,-139.83816528320312,-463.9687805175781,126.31153106689452,-109.62789154052734,-274.4107666015625,860.6683959960938,-148.50143432617188,-312.3752136230469,452.1190490722656,192.1276092529297,-453.09771728515625,929.002197265625
141.25555419921875,116.58462524414062,140.34640502929688,164.9759979248047,-224.152099609375,860.0076293945312,156.02662658691406,-40.34801864624024,460.21429443359375,-211.473388671875,59.7274055480957,798.0091552734375,-140.40292358398438,-461.087646484375,124.3406753540039,-110.89820098876952,-276.8519287109375,859.2448120117188,-149.86239624023438,-315.2189636230469,450.82952880859375,190.0392303466797,-454.8628845214844,930.6386108398438
141.5768280029297,126.49954223632812,143.6112518310547,163.35890197753906,-225.7275390625,858.1046142578125,154.8741912841797,-37.76365661621094,460.2131958007813,-212.48681640625,62.245243072509766,798.0828247070312,-141.01876831054688,-456.43157958984375,122.28262329101562,-112.3448257446289,-279.3614501953125,858.1781005859375,-151.0351104736328,-318.3114624023437,449.9312133789063,187.98411560058597,-456.0107116699219,931.72119140625
141.8673858642578,135.69264221191406,147.2638397216797,161.59434509277344,-227.64862060546875,856.3674926757812,153.48516845703125,-36.26940536499024,460.1647033691406,-213.81674194335935,63.47208404541016,797.7109375,-141.67141723632812,-450.4703063964844,120.2880859375,-113.9563446044922,-281.8996887207031,857.5028686523438,-152.1047821044922,-321.39776611328125,449.3635559082031,185.9767303466797,-456.55316162109375,932.2425537109376
142.09967041015625,143.985107421875,151.31455993652344,159.69308471679688,-229.8555145263672,854.8195190429688,151.83990478515625,-36.03139114379883,460.0008850097656,-215.45269775390625,63.39191055297852,796.8974609375,-142.3472137451172,-443.6233825683594,118.48733520507812,-115.71662139892578,-284.4209289550781,857.2435913085938,-153.1597442626953,-324.26153564453125,449.08544921875,184.03024291992188,-456.5010986328125,932.1981201171876
142.25323486328125,151.17807006835938,155.77304077148438,157.66957092285156,-232.2747344970703,853.4812622070312,149.9389190673828,-37.20583724975586,459.6498718261719,-217.3754425048828,61.99338150024414,795.6585083007812,-143.03538513183594,-436.20843505859375,116.96971893310548,-117.60574340820312,-286.874755859375,857.4131469726562,-154.27230834960938,-326.7498474121094,449.0780029296875,182.15626525878903,-455.8636169433594,931.5857543945312
142.3136444091797,157.0640106201172,160.65110778808594,155.5419158935547,-234.8222198486328,852.3694458007812,147.8057861328125,-39.9210090637207,459.0420837402344,-219.5584259033203,59.27120208740234,794.0208740234375,-143.72476196289062,-428.4161682128906,115.77722930908205,-119.60102081298828,-289.20819091796875,858.0120239257812,-155.48912048339844,-328.7844543457031,449.3423767089844,180.3647308349609,-454.6475524902344,930.4058227539062
142.26995849609375,161.44078063964844,165.96546936035156,153.33189392089844,-237.40711975097656,851.4960327148438,145.4874725341797,-44.25861740112305,458.1188659667969,-221.9689178466797,55.227500915527344,792.0211181640625,-144.3995819091797,-420.3194580078125,114.91085815429688,-121.67755126953124,-291.3682556152344,859.0272827148438,-156.82908630371094,-330.35504150390625,449.8927307128906,178.6638641357422,-452.8571166992188,928.6615600585938
142.11184692382812,164.12794494628906,171.73826599121094,151.0650634765625,-239.9364013671875,850.868408203125,143.05128479003906,-50.23773193359375,456.8434753417969,-224.56912231445312,49.872955322265625,789.7040405273438,-145.03988647460938,-411.9060668945313,114.34217834472656,-123.80864715576172,-293.3046875,860.4324951171875,-158.28469848632812,-331.49517822265625,450.74505615234375,177.06024169921875,-450.4934997558594,926.3593139648438
141.8280029296875,164.98573303222656,177.99363708496094,148.77066040039062,-242.3194122314453,850.4895629882812,140.57786560058594,-57.80543518066406,455.2129821777344,-227.31723022460935,43.22756576538086,787.1215209960938,-145.62588500976562,-403.1179809570313,114.02471923828124,-125.9661636352539,-294.9727478027344,862.1883544921875,-159.8240509033203,-332.2484741210937,451.9040832519531,175.55894470214844,-447.5548400878906,923.5087280273438
141.4066619873047,163.93295288085938,184.7474365234375,146.4810333251953,-244.4727020263672,850.3590698242188,138.15003967285156,-66.83767700195312,453.268798828125,-230.1682586669922,35.320899963378906,784.3316650390625,-146.1417694091797,-393.8855895996094,113.90396881103516,-128.12091064453125,-296.3357238769531,864.2442626953125,-161.39407348632812,-332.63433837890625,453.35101318359375,174.16387939453125,-444.0359191894531,920.1239013671876
140.83627319335938,160.9578399658203,191.99024963378903,144.2304229736328,-246.32437133789065,850.4744873046875,135.8397674560547,-77.15090942382812,451.1032104492188,-233.0748291015625,26.19189453125,781.397705078125,-146.57632446289062,-384.1506958007813,113.92570495605467,-130.24349975585938,-297.36669921875,866.541015625,-162.92576599121094,-332.6221618652344,455.0342102050781,172.8779296875,-439.9285583496094,916.2236938476562
140.10614013671875,156.11875915527344,199.66815185546875,142.05319213867188,-247.8178558349609,850.832275390625,133.69879150390625,-88.52129364013672,448.85845947265625,-235.9879608154297,15.888226509094238,778.3873291015625,-146.92129516601562,-373.8775634765625,114.04193878173828,-132.30552673339844,-298.04937744140625,869.0145874023438,-164.34292602539062,-332.1185302734375,456.8636474609375,171.7033233642578,-435.2217712402344,911.832763671875
139.20802307128906,149.53668212890625,207.6697235107422,139.981689453125,-248.9148101806641,851.4290161132812,131.75741577148438,-100.70674896240234,446.7159729003906,-238.85784912109372,4.465395927429199,775.372314453125,-147.16989135742188,-363.0558471679688,114.21432495117188,-134.28115844726562,-298.3780212402344,871.5999145507812,-165.5737762451172,-330.9708251953125,458.7120971679688,170.64186096191406,-429.90240478515625,906.9826049804688
