sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles
7.339991092681885,-4.837104320526123,14.856086730957031,20.431400299072266,-3.923670053482056,-34.72949981689453,25.45611000061035,-3.183305025100708,9.435518264770508,-23.94932556152344,31.413843154907227,82.81478118896484,15.20542335510254,-2.445103406906128,1.0624531507492063,-1.8035472631454468,-6.987221717834473,-22.188426971435547,8.845160484313965,3.8732872009277344,4.586145401000977,-0.2254703938961029,27.17229461669922,107.60614776611328
6.275894165039063,-6.216948986053467,18.111591339111328,21.114219665527344,-4.478143692016602,-38.08405303955078,22.942873001098636,-2.984712839126587,10.680161476135254,-24.00433158874512,31.96968078613281,82.80420684814453,15.525721549987791,-2.6155476570129395,1.5683579444885254,-2.4993984699249268,-6.858888149261475,-23.13162422180176,8.352938652038574,4.32832670211792,4.861698150634766,0.0403060279786586,26.775367736816406,107.61495971679688
5.362078666687012,-7.421666622161865,20.85135269165039,21.736330032348636,-4.932555198669434,-41.08338165283203,20.83946228027344,-2.5801990032196045,12.101092338562012,-24.052433013916016,32.48747253417969,82.84788513183594,15.979608535766602,-2.7081716060638428,1.843176007270813,-3.187670946121216,-6.74971866607666,-23.867406845092773,8.011601448059082,4.696375846862793,5.11900520324707,0.3147910237312317,26.45541000366211,107.67328643798828
4.598942756652832,-8.441493034362793,23.08934783935547,22.30118751525879,-5.280282020568848,-43.735687255859375,19.138900756835938,-2.0855467319488525,13.646181106567385,-24.10093307495117,32.965572357177734,82.93355560302734,16.564374923706055,-2.723341941833496,1.888179063796997,-3.867732048034668,-6.657766342163086,-24.39491081237793,7.813135147094727,4.966300964355469,5.351641178131104,0.5825101137161255,26.209630966186523,107.76250457763672
3.959071397781372,-9.269640922546388,24.849130630493164,22.811145782470703,-5.514036178588867,-46.03650665283203,17.8177547454834,-1.598938226699829,15.257747650146484,-24.15607452392578,33.40190124511719,83.0494384765625,17.2763729095459,-2.662332057952881,1.707178831100464,-4.537219524383545,-6.581170082092285,-24.71365547180176,7.75315523147583,5.128244876861572,5.551325798034668,0.8321928977966309,26.035011291503903,107.86956787109376
3.383099317550659,-9.90194606781006,26.157062530517575,23.267534255981445,-5.625633716583252,-47.96564865112305,16.844112396240234,-1.202009916305542,16.867916107177734,-24.2224235534668,33.79349136352539,83.18439483642578,18.11042594909668,-2.527242422103882,1.3062810897827148,-5.191283226013184,-6.518031597137451,-24.82312393188477,7.8316168785095215,5.1726179122924805,5.708428382873535,1.0562231540679932,25.92926597595215,107.98599243164062
2.7898263931274414,-10.33806037902832,27.040904998779297,23.67148208618164,-5.607504844665527,-49.493045806884766,16.184722900390625,-0.9619746208190918,18.400266647338867,-24.302303314208984,34.13702774047852,83.32867431640625,19.05854797363281,-2.3211371898651123,0.694388210773468,-5.822202205657959,-6.4665141105651855,-24.72292900085449,8.053398132324219,5.090140342712402,5.812758445739746,1.2500418424606323,25.89156913757324,108.1070556640625
2.100525379180908,-10.582670211791992,27.530065536499023,24.02482414245605,-5.455389499664307,-50.590213775634766,15.81147289276123,-0.9318248629570008,19.778520584106445,-24.395587921142575,34.42903518676758,83.47378540039062,20.108110427856445,-2.04843807220459,-0.1154441908001899,-6.41935396194458,-6.425242424011231,-24.41338157653809,8.428565979003906,4.8731207847595215,5.854096412658691,1.4116402864456177,25.922712326049805,108.23084259033205
1.2718100547790527,-10.645895957946776,27.655731201171875,24.3304386138916,-5.171018123626709,-51.2419319152832,15.706055641174316,-1.1479480266571045,20.938779830932617,-24.499601364135746,34.666542053222656,83.61296081542969,21.239723205566406,-1.7153754234313965,-1.1044365167617798,-6.969583988189697,-6.394038200378418,-23.896629333496094,8.972392082214355,4.51780366897583,5.823179244995117,1.5411559343338013,26.025070190429688,108.35730743408205
0.3265313804149627,-10.5441255569458,27.45330238342285,24.59194564819336,-4.764066219329834,-51.454246520996094,15.861215591430664,-1.6256186962127686,21.83901596069336,-24.60917282104492,34.84797668457031,83.74116516113281,22.42515182495117,-1.3300566673278809,-2.247690439224243,-7.457900524139404,-6.3745832443237305,-23.178136825561523,9.705103874206545,4.027039527893066,5.714016914367676,1.6405662298202517,26.202051162719727,108.48767852783205
-0.6313702464103699,-10.302806854248049,26.970016479492188,24.81314468383789,-4.252966403961182,-51.258575439453125,16.27766227722168,-2.3539974689483643,22.46152877807617,-24.717063903808597,34.97391891479492,83.85519409179688,23.62571144104004,-0.9024339318275452,-3.514209985733032,-7.8682379722595215,-6.370999336242676,-22.26844787597656,10.65097999572754,3.4126038551330566,5.526336193084717,1.7133303880691528,26.45737838745117,108.62319946289062
