sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles
4.477889060974121,4.920464515686035,-31.043148040771484,29.445505142211918,-2.767120838165283,12.741063117980955,58.20497512817383,8.981521606445312,11.208430290222168,10.773056983947754,-1.7919282913208008,0.1117503866553306,-6.615162372589111,4.773404598236084,-2.755650758743286,0.123243361711502,2.249279260635376,-12.770915985107422
5.274401664733887,5.360588073730469,-32.86355209350586,30.07488441467285,-2.6956934928894043,14.487611770629885,54.77182388305664,10.644770622253418,10.836332321166992,10.975528717041016,-2.056746006011963,1.2585915327072144,-7.468258380889893,4.532998085021973,-3.5108203887939453,-0.3158292770385742,2.293792247772217,-12.774757385253906
5.658348083496094,5.647472858428955,-34.01064682006836,30.61967658996582,-2.701498508453369,15.74163055419922,51.05753707885742,11.696269989013672,9.978312492370604,11.193437576293944,-2.2948405742645264,2.288846969604492,-8.269615173339844,4.332437992095947,-4.160785675048828,-0.7145459651947021,2.348024606704712,-12.75208568572998
5.598759651184082,5.769325733184815,-34.488525390625,31.074413299560547,-2.776695728302002,16.538482666015625,47.06936264038086,12.16889762878418,8.670446395874023,11.423815727233888,-2.506113052368164,3.2017922401428223,-9.020318984985352,4.169915676116943,-4.702491760253906,-1.0733460187911987,2.408107280731201,-12.704279899597168
5.12017822265625,5.723665237426758,-34.31010818481445,31.435962677001957,-2.914691925048828,16.906339645385742,42.83267974853516,12.102827072143556,6.9782328605651855,11.661761283874512,-2.691046953201294,3.999569177627564,-9.72301197052002,4.043319225311279,-5.135832786560059,-1.3917745351791382,2.470832586288452,-12.632859230041504
4.313033580780029,5.518613338470459,-33.499244689941406,31.704010009765625,-3.1096906661987305,16.867971420288086,38.39296722412109,11.553608894348145,4.994812965393066,11.90157413482666,-2.850741386413574,4.687199592590332,-10.382511138916016,3.950073957443237,-5.4645819664001465,-1.6679637432098389,2.53361439704895,-12.53899097442627
3.32574725151062,5.170900821685791,-32.088016510009766,31.881813049316406,-3.356352567672729,16.444528579711914,33.81233596801758,10.599555015563965,2.8273322582244877,12.138513565063477,-2.9870975017547607,5.273245334625244,-11.005788803100586,3.8869919776916495,-5.6968770027160645,-1.8985979557037356,2.5941710472106934,-12.424156188964844
2.339228391647339,4.702676296234131,-30.11503219604492,31.97636032104492,-3.6494579315185542,15.661340713500977,29.16376304626465,9.345242500305176,0.5793470144271851,12.36961555480957,-3.10306978225708,5.770797729492188,-11.601649284362791,3.850123405456543,-5.845895767211914,-2.079330921173096,2.650268793106079,-12.291170120239258
1.5336228609085083,4.139787673950195,-27.632265090942383,31.99791717529297,-3.9832727909088135,14.554951667785645,24.5282039642334,7.918979167938232,-1.6602126359939575,12.59309196472168,-3.202648401260376,6.197304725646973,-12.180267333984377,3.834498167037964,-5.9289326667785645,-2.2059485912323,2.699558734893799,-12.145116806030272
1.0575830936431885,3.5118587017059326,-24.720779418945312,31.958711624145508,-4.350858211517334,13.180380821228027,19.996395111083984,6.462907314300537,-3.8182532787323,12.807172775268556,-3.2905068397521973,6.573026180267334,-12.752593040466309,3.8341948986053462,-5.965388774871826,-2.275381803512573,2.7394134998321533,-11.993127822875977
1.0050301551818848,2.853292942047119,-21.51102638244629,31.87065315246582,-4.74260950088501,11.616961479187012,15.672574043273926,5.115617275238037,-5.832485675811768,13.009718894958496,-3.371558427810669,6.919124126434326,-13.3296480178833,3.842097520828247,-5.974676609039307,-2.285926103591919,2.766767263412476,-11.843056678771973
1.4006818532943726,2.204185724258423,-18.19973373413086,31.743276596069336,-5.144697666168213,9.97020149230957,11.676201820373535,3.990065097808838,-7.645552158355713,13.199613571166992,-3.4507951736450195,7.256969451904297,-13.92125129699707,3.8500025272369385,-5.974335193634033,-2.236461877822876,2.777674913406372,-11.701830863952637
