sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles
1.305692195892334,0.2100868970155716,-4.00883150100708,-3.425764799118042,-2.350183725357056,33.49536895751953,-12.63906955718994,-0.8818287253379822,-34.46146011352539,-8.097543716430664,37.11230850219727,84.03892517089844,-2.964596033096313,1.1919779777526855,-15.637791633605955,33.097930908203125,3.778733491897583,22.451066970825195,41.65651321411133,10.352203369140623,-2.355730533599853,-13.2608060836792,42.71052169799805,61.47478485107422
1.7376936674118042,0.2012140601873397,-3.8994860649108887,-4.626394271850586,-2.7261974811553955,34.12761688232422,-12.907423973083496,-1.2837324142456057,-35.08234405517578,-8.084854125976562,37.10585784912109,83.48233795166016,-2.664560556411743,1.602184772491455,-18.190185546875,33.201663970947266,3.718682050704956,23.55333137512207,37.61144256591797,10.65841293334961,-2.2745344638824463,-13.69077491760254,42.74212265014648,60.88129425048828
2.1894781589508057,0.1971810609102249,-3.849775075912476,-5.81952714920044,-3.0605621337890625,34.720359802246094,-13.145567893981934,-1.6589701175689695,-35.617286682128906,-8.030171394348145,37.11149978637695,83.00740814208984,-2.335091590881348,1.897737741470337,-19.98405265808105,33.21640396118164,3.611185550689697,24.223539352416992,33.5433349609375,10.490727424621582,-2.5425353050231934,-14.21768856048584,42.76457977294922,60.19524765014648
2.662443161010742,0.1977413147687912,-3.856681346893311,-7.004702091217041,-3.35439133644104,35.27059555053711,-13.35386562347412,-2.005521535873413,-36.06489944458008,-7.944366455078125,37.13029098510742,82.60582733154297,-1.9883908033370967,2.0740888118743896,-21.035301208496094,33.14305114746094,3.461606502532959,24.45627212524414,29.464962005615234,9.898641586303713,-3.0856950283050537,-14.844558715820312,42.7744369506836,59.41444396972656
3.1607370376586914,0.2023842632770538,-3.9139089584350586,-8.180450439453125,-3.609010934829712,35.77132797241211,-13.531136512756348,-2.319589138031006,-36.42281723022461,-7.836176872253418,37.16282272338867,82.27190399169922,-1.6671007871627808,2.13118314743042,-21.372493743896484,32.984825134277344,3.2743401527404785,24.24907684326172,25.38714027404785,8.945953369140625,-3.82374906539917,-15.57369327545166,42.76770782470703,58.53737258911133
3.690837860107422,0.2101654559373855,-4.009799480438232,-9.34386157989502,-3.826252222061157,36.21076202392578,-13.674447059631348,-2.5949947834014893,-36.68845748901367,-7.712431907653809,37.208770751953125,82.0026626586914,-1.4391047954559326,2.073758363723755,-21.03334617614746,32.74851989746094,3.052910566329956,23.603309631347656,21.322275161743164,7.712193012237549,-4.674807548522949,-16.4064998626709,42.73977279663086,57.56305694580078
4.258226871490479,0.2195508927106857,-4.125430583953857,-10.49017333984375,-4.008768081665039,36.57289505004883,-13.779461860656738,-2.823304891586304,-36.86079406738281,-7.577893257141113,37.267181396484375,81.7977523803711,-1.377250909805298,1.9101396799087524,-20.05845642089844,32.44506072998047,2.799696922302246,22.528654098510746,17.28771209716797,6.294710636138916,-5.561294555664063,-17.34270668029785,42.68562698364258,56.4921875
4.862435340881348,0.2284883707761764,-4.23551082611084,-11.612996101379396,-4.160523891448975,36.84018707275391,-13.840827941894531,-2.9948270320892334,-36.94171905517578,-7.435629844665527,37.336544036865234,81.65876007080078,-1.5324161052703855,1.6510578393936155,-18.489521026611328,32.088165283203125,2.5160000324249268,21.05099296569824,13.309273719787598,4.80735969543457,-6.4155049324035645,-18.379594802856445,42.60004425048828,55.32753372192383
5.495613098144531,0.2348273992538452,-4.313567638397217,-12.704605102539062,-4.287092685699463,36.99747467041016,-13.852269172668455,-3.100063800811768,-36.93656921386719,-7.2873969078063965,37.41497421264648,81.58829498291016,-1.910454273223877,1.30976140499115,-16.377775192260742,31.691835403442383,2.2023394107818604,19.222713470458984,9.425253868103027,3.372309684753418,-7.184451580047607,-19.511240005493164,42.47800827026367,54.07465362548828
6.144340991973877,0.2367321103811264,-4.337018489837647,-13.756673812866213,-4.395972728729248,37.035430908203125,-13.806600570678713,-3.1312239170074463,-36.854190826416016,-7.134028911590576,37.50075149536133,81.58867645263672,-2.4614174365997314,0.9030213356018066,-13.799715042114258,31.267244338989254,1.8597217798233032,17.130207061767578,5.690337657928467,2.1034786701202397,-7.832744121551514,-20.728242874145508,42.31507110595703,52.74240493774414
