sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles
16.654525756835938,2.5510928630828857,-13.778013229370115,12.611831665039062,2.183628559112549,11.53909683227539,29.72308158874512,2.4084155559539795,-0.2741078734397888,30.50738525390625,44.77009582519531,122.25396728515624,9.756714820861816,-4.07025146484375,26.932580947875977,26.928905487060547,1.6750625371932983,-22.057435989379883,6.657529830932617,-3.98334550857544,-12.836661338806152,10.133990287780762,38.82632827758789,111.46461486816406
17.15627098083496,2.5594959259033203,-13.823347091674805,11.953790664672852,2.3688597679138184,11.841680526733398,29.89784240722656,2.478959083557129,-0.252542495727539,30.196922302246094,44.59296798706055,121.69161224365234,10.221026420593262,-4.339162826538086,28.66349029541016,26.439441680908203,1.2587642669677734,-22.83782768249512,4.646472454071045,-3.108103513717652,-13.108057022094728,10.192547798156738,38.83718490600586,111.52045440673828
17.681650161743164,2.566441297531128,-13.860803604125977,11.288155555725098,2.526630163192749,12.154194831848145,30.056793212890625,2.5631678104400635,-0.2511420845985412,29.874059677124023,44.44280624389648,121.1509017944336,10.79676914215088,-4.582046985626221,30.17887687683105,25.99096298217773,0.8809295892715454,-23.523651123046875,2.932614326477051,-2.3179845809936523,-13.34946346282959,10.236970901489258,38.84251403808594,111.57054901123048
18.22979164123535,2.571794271469116,-13.889663696289062,10.61514663696289,2.6566600799560547,12.476724624633787,30.19999313354492,2.661266803741455,-0.2709172964096069,29.539106369018555,44.31913757324219,120.63233947753906,11.465147018432615,-4.797875881195068,31.48715591430664,25.58400535583496,0.5419488549232483,-24.11491584777832,1.5078048706054688,-1.6329773664474487,-13.563372611999512,10.267060279846191,38.84233474731445,111.6144790649414
18.798952102661133,2.575366497039795,-13.908921241760254,9.93512725830078,2.7587199211120605,12.809046745300291,30.327747344970703,2.773284435272217,-0.3133916854858398,29.192371368408203,44.22183227539063,120.13639068603516,12.194828033447266,-4.986000061035156,32.59817123413086,25.21869659423828,0.2423680126667022,-24.610671997070312,0.3624981939792633,-1.068693995475769,-13.752236366271973,10.28286075592041,38.836795806884766,111.6519546508789
19.386716842651367,2.5768966674804688,-13.91716766357422,9.24900245666504,2.832648515701294,13.150715827941896,30.440750122070312,2.8989813327789307,-0.3809796869754791,28.835283279418945,44.15140914916992,119.66448974609376,12.938146591186523,-5.1461100578308105,33.522342681884766,24.89500999450684,-0.0170743260532617,-25.009063720703125,-0.5144521594047546,-0.6365684866905212,-13.918761253356934,10.28469181060791,38.82621383666992,111.68292236328124
19.99033546447754,2.576092481613159,-13.912833213806152,8.557995796203613,2.878441572189331,13.500702857971191,30.540180206298828,3.037546396255493,-0.4765520095825195,28.469749450683597,44.1091423034668,119.21852111816406,13.629436492919922,-5.277797698974609,34.26780700683594,24.61249351501465,-0.2355400025844574,-25.307950973510746,-1.1360810995101929,-0.3435560464859009,-14.065428733825684,10.273175239562988,38.81122589111328,111.70745849609376
20.606801986694336,2.5725796222686768,-13.893898010253906,7.863901615142822,2.896368741989136,13.85744857788086,30.627803802490234,3.187506675720215,-0.6035912036895752,28.09864997863769,44.09717178344727,118.8009262084961,14.185718536376951,-5.379687309265137,34.835575103759766,24.37059593200684,-0.4123323261737823,-25.505704879760746,-1.5173159837722778,-0.1914996802806854,-14.193431854248049,10.249005317687988,38.79256820678711,111.72564697265624
21.23278045654297,2.5658884048461914,-13.85782241821289,7.169010162353516,2.8869354724884038,14.218710899353027,30.706098556518555,3.3466243743896484,-0.7658749222755432,27.72524642944336,44.11838912963867,118.41400909423828,14.51075553894043,-5.448648452758789,35.21542739868164,24.16874313354492,-0.5470622181892395,-25.60247230529785,-1.6748353242874146,-0.1764926761388778,-14.301477432250977,10.21280574798584,38.77131652832031,111.73749542236328
21.86427116394043,2.555381774902344,-13.801154136657717,6.476137638092041,2.85094690322876,14.581602096557615,30.77827262878418,3.511939287185669,-0.9675348997116088,27.352718353271484,44.1761474609375,118.05970001220705,14.504704475402832,-5.479641437530518,35.384979248046875,24.00667953491211,-0.6399497985839844,-25.601491928100582,-1.6267021894454956,-0.2886340022087097,-14.384950637817385,10.165087699890137,38.74864196777344,111.74285888671876
22.49627494812012,2.540374279022217,-13.720159530639648,5.788629055023193,2.789410352706909,14.942910194396973,30.848249435424805,3.6801021099090576,-1.2125271558761597,26.98381233215332,44.27418899536133,117.73893737792967,14.080897331237791,-5.466484069824219,35.313087463378906,23.88485717773437,-0.6919411420822144,-25.510040283203125,-1.3918612003326416,-0.5124189257621765,-14.435338020324709,10.106181144714355,38.72584915161133,111.7413101196289
23.12249755859375,2.5202322006225586,-13.611366271972656,5.110128402709961,2.7035717964172363,15.299389839172363,30.92049598693848,3.847646713256836,-1.5042152404785156,26.6199893951416,44.41581726074219,117.45138549804688,13.188176155090332,-5.403696060180664,34.96822738647461,23.804630279541016,-0.7048354744911194,-25.339916229248047,-0.9892942905426024,-0.8278967142105103,-14.43970775604248,10.036354064941406,38.7043571472168,111.73253631591795
23.735111236572266,2.494520425796509,-13.472339630126951,4.444554328918457,2.594843626022339,15.647998809814451,30.999832153320312,4.011377334594727,-1.8447459936141968,26.26139640808105,44.60405349731445,117.19517517089844,11.832797050476074,-5.288999080657959,34.33061218261719,23.768457412719727,-0.6811859011650085,-25.10696601867676,-0.4369313418865204,-1.2125283479690552,-14.380470275878906,9.95555591583252,38.68549728393555,111.71585845947266
24.324678421020508,2.4631476402282715,-13.302482604980469,3.796015501022339,2.464790344238281,15.985881805419922,31.09125328063965,4.168636322021484,-2.234293222427368,25.90668296813965,44.84054183959961,116.96681213378906,10.090180397033691,-5.125623226165772,33.40518569946289,23.77981185913086,-0.6241399645805359,-24.83007431030273,0.2495821267366409,-1.643470287322998,-14.235727310180664,9.863924026489258,38.67055130004883,111.69074249267578
24.880510330200195,2.426539421081543,-13.103974342346191,3.1687300205230717,2.315098762512207,16.310232162475586,31.199966430664062,4.31757116317749,-2.669964551925659,25.553232192993164,45.12553787231445,116.76113891601562,8.096818923950195,-4.923078536987305,32.2296028137207,23.84280586242676,-0.5371835231781006,-24.529930114746094,1.0578415393829346,-2.099916696548462,-13.980932235717772,9.761649131774902,38.660552978515625,111.65681457519533
25.39133071899414,2.3857526779174805,-12.882421493530272,2.567034721374512,2.147645235061645,16.618192672729492,31.331382751464844,4.457348346710205,-3.144896507263184,25.197710037231445,45.4573974609375,116.57176971435548,6.020386219024658,-4.695594310760498,30.87165260314941,23.96144294738769,-0.4238922894001007,-24.22704696655273,1.9787437915802,-2.565011739730835,-13.592422485351562,9.649206161499023,38.656368255615234,111.6139907836914
