,sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles,Type,Visible
1666,-0.17179831985283467,-0.1446941969284744,0.5006465851042556,0.141281238730532,0.4463294132021314,-0.5009968791950301,-0.3799970153010741,0.13930023456477225,0.08717988744470717,0.09516600444693535,-0.5913015818051544,0.7890312753040405,-0.36440338973805875,0.2158926168344526,-0.36209715933061093,0.08227752213617578,-0.38022497639533703,-0.3402873882328078,0.6986640903408055,-0.39700824020311765,0.7854430511562074,0.2955299707466217,0.07040013765040265,0.5841395718577727,,
1667,-0.1598134788857799,-0.1689242966573552,0.5241498663855007,0.11383050469217326,0.42905565124387723,-0.5088384801546717,-0.3913280979986218,0.14783457186676707,0.08725716393835481,0.09561819667070037,-0.5675423232716332,0.7767694695601595,-0.3363869248113063,0.20919384105160455,-0.34877876122777385,0.12638463177914838,-0.3620674452279051,-0.34898286556270486,0.7053016528923848,-0.40072272249391216,0.779215887183863,0.2820460320628244,0.07628837211007711,0.583047981534212,,
1668,-0.1465141635001067,-0.1922184074187766,0.5461051100728971,0.08817807217062534,0.40840344313834187,-0.517255606278378,-0.40057386680626006,0.1555586254253596,0.08982658863982729,0.09600804677740249,-0.5444863256560697,0.7647714285261451,-0.312697133550326,0.20370959175044567,-0.33784756227212953,0.16784158042055286,-0.3432714134253517,-0.3496706837558703,0.7058415737054278,-0.39303558612261635,0.7693092345859456,0.2645373385318892,0.08477046267413457,0.5800753035856507,,
1669,-0.13150827851880476,-0.21468408784714144,0.5666925048628406,0.06447472312313285,0.38527202292811724,-0.525833204519101,-0.4076220774856145,0.1620733080059804,0.09419720148529986,0.09629036605467323,-0.521910947922789,0.7528801613152265,-0.29086807576223717,0.19992453419814282,-0.33028925644569795,0.2062530727663172,-0.32408706586882086,-0.3415157469194632,0.7005506412159757,-0.373545571046039,0.7558098545443372,0.24264639998107174,0.09560717052939416,0.5749830929293711,,
1670,-0.11444007812991075,-0.23665414037666177,0.5862762820629353,0.042816658005566,0.36051255571096674,-0.5343254482549964,-0.41250361856978857,0.16701743269094127,0.0997236416370666,0.09641074498762081,-0.49961150654439546,0.7409690408465763,-0.2685992608411568,0.19798110431839633,-0.3264042053222894,0.2413574453340983,-0.30498063011778387,-0.3246387409462731,0.689441200390221,-0.3428380815331452,0.7388237885035609,0.21621456070311518,0.10829577706223814,0.5676641431541665,,
1671,-0.09490831562740643,-0.25850639331669545,0.6052249631878419,0.023256219537455047,0.33486687609188026,-0.542676564070999,-0.41532793166963533,0.1700939264629875,0.1059878172811155,0.09632202866333928,-0.47743751118811895,0.7289621576053367,-0.24463725491983457,0.197758647643425,-0.32595929750630404,0.27307365785960314,-0.28668139765108025,-0.3001640509932497,0.6723462512688421,-0.30252196217112226,0.7185551288694816,0.18540978718621837,0.12206691279923088,0.5582109221366032,,
1672,-0.07246044741323365,-0.28052513329189466,0.6237928338999073,0.00580487028184562,0.30892645719282386,-0.5509997225802095,-0.41624119070564436,0.17109269020450002,0.11287265351375897,0.09598852037205807,-0.4553180617632384,0.7168456643613252,-0.21909692486451204,0.1989371217106406,-0.3283157083559648,0.30151809371993,-0.27012335377041174,-0.27009237323476754,0.649038526453398,-0.2550938070843798,0.6953165870677072,0.1508592098192154,0.13595291135374543,0.5469718037750926,,
1673,-0.0466674852373693,-0.3028305055853683,0.6420756603464888,-0.009572113267674931,0.28311836323732686,-0.5595120165058246,-0.4154164032660589,0.16991705564322768,0.12051642895902548,0.09539828731051125,-0.4332780101785322,0.7046722806896955,-0.19320280179159932,0.2010338326317389,-0.33250554540701327,0.3269864403658771,-0.25631517582341845,-0.23702337232681614,0.6193535978525246,-0.203637173419423,0.6694945416236127,0.11373743291034644,0.14891098746585385,0.5345729411018116,,
1674,-0.017270759146809755,-0.3253912152114684,0.6600401388863641,-0.022972946470636524,0.25772636341421595,-0.5684378808940366,-0.41307342653534096,0.16660962185817274,0.12915954868218082,0.09456770318318042,-0.41144344379569875,0.6925546196069938,-0.16869659356955014,0.20341865879990917,-0.3372669829472391,0.3499023173607936,-0.24618616292710194,-0.2038165161843133,0.5832750055112987,-0.15144628777129632,0.6414924861620297,0.07575481405713225,0.15999510842069498,0.5218803403719066,,
1675,0.01570869682283793,-0.3480412900433858,0.6775545819774946,-0.03458170197031607,0.23293291740826372,-0.577894510515742,-0.40950568170117985,0.1613712642728442,0.13899434315108716,0.09354585520350067,-0.3900346627609407,0.6806560116957376,-0.14726885910422172,0.2053448783901486,-0.3411095342482724,0.37073389650177613,-0.24044121927257533,-0.17325382571668835,0.5409594619172153,-0.10163862998175521,0.6117050216732836,0.039003343337128404,0.16851750667286436,0.509878103869682,,
1676,0.05192698205291779,-0.37054478762991017,0.6944511625370393,-0.04467345889198027,0.20886235766805372,-0.5878244375736461,-0.40509152347890276,0.15456153045309184,0.15004325644491523,0.09241478139392556,-0.3693447913299258,0.6691711523489783,-0.13022131716958352,0.20599732877657329,-0.34241039837662646,0.3899025572957284,-0.23945122290612186,-0.1477511731077884,0.49270178886704374,-0.056822931932209775,0.580499813486657,0.005651359231617414,0.17413697623313573,0.4994728861655664,,
1677,0.09076366534278635,-0.3926643352188419,0.7105820502099656,-0.05360861633700009,0.18560502360649633,-0.598010710543071,-0.4002708252517614,0.1466749697920675,0.16213042492854357,0.09128363978433218,-0.349716849977753,0.6583080836876543,-0.11841095415233527,0.20456215989660387,-0.3395484660635144,0.40768168618705825,-0.24319462375388134,-0.12915649308817578,0.4388379580448609,-0.018869406764449592,0.5482147301618985,-0.022439135424980217,0.17682575271494305,0.4912780731534494,,
