,pr_auc,roc_auc,positive_ratio,actor
0,0.26051725160547273,0.6652534418022529,0.06464924346629987,6
1,0.3834104165016356,0.6802999680885012,0.1584553928095872,7
2,0.13822885787307426,0.48445049861211065,0.1147011308562197,8
3,0.18535409564471228,0.5881418267514105,0.13814432989690723,9
4,0.4575885762450017,0.6671192052980132,0.2010652463382157,10
5,0.3000696044381491,0.6316123318492988,0.19001919385796545,11
6,0.182600472060772,0.5972908432147562,0.10679611650485436,12
7,0.16519521518487476,0.6730669434353918,0.11081081081081082,13
8,0.30728021687976675,0.5556529425865995,0.1487603305785124,14
9,0.10060404761235499,0.4541590073529412,0.10526315789473684,15
10,0.8365718089528713,0.8135931007826843,0.3761904761904762,16
11,0.6485481750050446,0.725708674863388,0.24110671936758893,17
12,0.38613078415840696,0.5546953529730148,0.1839863713798978,18
13,0.18012838990221486,0.4695639449809775,0.20238095238095238,19
