,pr_auc,roc_auc,positive_ratio,actor
0,0.5273689343115457,0.7887536060688277,0.08132677559963637,6
1,0.4105713616779427,0.680139196064767,0.16658222447401402,7
2,0.2030750069085624,0.6850438627606119,0.10849909584086799,9
3,0.5398287974790998,0.69463673301923,0.20444256654795678,10
4,0.39199890623796274,0.624182440460082,0.20174667975815203,11
5,0.1948573600614725,0.5925374455624247,0.11244368091796052,12
6,0.17394173100891624,0.659416181370702,0.113110400520297,13
7,0.31207550932289085,0.6190192666191114,0.13504377831506303,14
8,0.841544826510928,0.8165347946104548,0.38184334876616866,16
9,0.6539073753796867,0.7168481317621918,0.2566462979128641,17
10,0.16944041078275718,0.47002720787841656,0.1865124057199413,18
