,pr_auc,roc_auc,positive_ratio,actor
0,0.5736533351307551,0.8084136716583883,0.08132677559963637,6
1,0.47168025191121377,0.6703228786779323,0.16658222447401402,7
2,0.2064837748087118,0.709539097976859,0.10849909584086799,9
3,0.5903102073477903,0.7330732515553708,0.20444256654795678,10
4,0.35758519521092513,0.6063064114921779,0.20174667975815203,11
5,0.3558910557417159,0.6658782876913982,0.11244368091796052,12
6,0.1492386747813047,0.6338319844289889,0.113110400520297,13
7,0.35324466963128,0.6385161503458445,0.13504377831506303,14
8,0.8411586678812318,0.8159384506987879,0.38184334876616866,16
9,0.6570103290539878,0.7417804607406401,0.2566462979128641,17
10,0.16984747087195654,0.48751991536554995,0.1865124057199413,18
