,pr_auc,roc_auc,positive_ratio,actor
0,0.2700963993560549,0.6828535669586984,0.06464924346629987,6
1,0.37643613385495794,0.6479297415168599,0.1584553928095872,7
2,0.13583069610618986,0.49416572427264316,0.1147011308562197,8
3,0.18798233748774432,0.5921588231093338,0.13814432989690723,9
4,0.5056134364855134,0.6923565121412804,0.2010652463382157,10
5,0.27760506465619317,0.6123198812772273,0.19001919385796545,11
6,0.21607378297208718,0.6105209705753185,0.10679611650485436,12
7,0.15810021326630666,0.6794425087108014,0.11081081081081082,13
8,0.3270502832416088,0.5575931918973991,0.1487603305785124,14
9,0.10343156353404381,0.4918428308823529,0.10526315789473684,15
10,0.8378164696765381,0.8079766160981737,0.3761904761904762,16
11,0.6383401232818605,0.6999231557377049,0.24110671936758893,17
12,0.38987917880875284,0.5575949122400062,0.1839863713798978,18
13,0.17986436426085872,0.4670276070627256,0.20238095238095238,19
