,pr_auc,roc_auc,positive_ratio,actor
0,0.5272062681615661,0.7904754163939924,0.08132677559963637,6
1,0.3816682939436618,0.6526414358036927,0.16658222447401402,7
2,0.17921178544690616,0.6416951187569765,0.10849909584086799,9
3,0.5517263865490627,0.7116837156479716,0.20444256654795678,10
4,0.32694425964382984,0.6090291336611597,0.20174667975815203,11
5,0.19040481691909433,0.613227793089745,0.11244368091796052,12
6,0.1553835654324836,0.6569754953110929,0.113110400520297,13
7,0.28353370629661245,0.5706094769864261,0.13504377831506303,14
8,0.8184742307093671,0.7790519409698092,0.38184334876616866,16
9,0.6266215208129845,0.696087955063233,0.2566462979128641,17
10,0.1574622823786484,0.4387145379059437,0.1865124057199413,18
