,pr_auc,roc_auc,positive_ratio,actor
0,0.23863140170078329,0.6965112640801001,0.06464924346629987,6
1,0.3578083145201812,0.6419330390384002,0.1584553928095872,7
2,0.11282620891108255,0.45700113087282823,0.1147011308562197,8
3,0.17031615187221455,0.5595765193172891,0.13814432989690723,9
4,0.47543601571983024,0.6738245033112583,0.2010652463382157,10
5,0.2756059015772132,0.6208770166116138,0.19001919385796545,11
6,0.17352153538919463,0.6006395476504173,0.10679611650485436,12
7,0.15578012649537165,0.6679145970791015,0.11081081081081082,13
8,0.29273588143116763,0.535426405369771,0.1487603305785124,14
9,0.10578165554408661,0.4945427389705882,0.10526315789473684,15
10,0.8172390263378311,0.781222823461204,0.3761904761904762,16
11,0.6011478276691042,0.679815573770492,0.24110671936758893,17
12,0.3983198304012032,0.5407194773061161,0.1839863713798978,18
13,0.1984539987489141,0.5141449614671739,0.20238095238095238,19
