,pr_auc,roc_auc,positive_ratio,actor
0,0.2398814002637964,0.6959793491864831,0.06464924346629987,6
1,0.3569772381599387,0.6236304648441655,0.1584553928095872,7
2,0.10151504448136256,0.4692736712244268,0.1147011308562197,8
3,0.1851904399476491,0.6084767549810755,0.13814432989690723,9
4,0.4754088082814765,0.679939293598234,0.2010652463382157,10
5,0.29790794260223163,0.6200512231317918,0.19001919385796545,11
6,0.19863288788880126,0.5981554677206851,0.10679611650485436,12
7,0.14446724447779563,0.6312921639854696,0.11081081081081082,13
8,0.3425445689467591,0.6123172120340405,0.1487603305785124,14
9,0.10401850519401645,0.4999425551470588,0.10526315789473684,15
10,0.8454416216228267,0.8335225625664315,0.3761904761904762,16
11,0.6496768186889709,0.7117486338797814,0.24110671936758893,17
12,0.45879455889226134,0.6067231114203975,0.1839863713798978,18
13,0.17906592940825566,0.4622475856014048,0.20238095238095238,19
