;0;1
0;0,03278999077156186;0,01109011098742485
1;0,00941946916282177;0,006897946819663048
2;0,007008383376523852;0,005582709331065416
3;0,005909838201478124;0,004755541682243347
4;0,005102358991280198;0,0040957010351121426
5;0,004465061891824007;0,003589452477172017
6;0,003971957787871361;0,003195445751771331
7;0,003585874545387924;0,00286404718644917
8;0,003273935499601066;0,002629073802381754
9;0,0030150790233165027;0,0024166256189346313
10;0,0027996535180136563;0,0022161260712891817
11;0,0026197184808552263;0,0020607607439160347
12;0,0024697323329746722;0,0019664501305669546
13;0,0023513372521847486;0,001849900814704597
14;0,002247351547703147;0,0017699402524158359
15;0,002162758749909699;0,00169775087852031
16;0,0020917037036269903;0,0016356161795556545
17;0,0020291581749916077;0,001601615222170949
18;0,0019771322840824723;0,0015524112386628985
19;0,0019308613147586585;0,0015092786634340882
20;0,0018893069121986628;0,0014846251579001546
21;0,0018539589596912264;0,0014656989369541407
22;0,0018239167286083103;0,001437515253201127
23;0,0017969273845665156;0,0014029727317392826
24;0,00176970831817016;0,0014037821674719453
25;0,0017465182929299772;0,001379715627990663
26;0,0017273796373046934;0,0013689905172213912
27;0,0017075713956728577;0,0013452074490487576
28;0,0016902609611861407;0,0013368793297559023
29;0,0016755367047153412;0,0013156411005184054
30;0,001660633971914649;0,0013036323944106698
31;0,0016484028659760953;0,0013054348528385162
32;0,0016371059115044772;0,001278265961445868
33;0,0016272322041913866;0,001291845110245049
34;0,0016178015852347017;0,001282959245145321
