,pr_auc,roc_auc,positive_ratio,actor
0,0.2615537281192036,0.6824311639549436,0.06464924346629987,6
1,0.38450579349703795,0.6659397936389746,0.1584553928095872,7
2,0.11288516855930182,0.47689421198725196,0.1147011308562197,8
3,0.18712409157109394,0.6047989716489324,0.13814432989690723,9
4,0.48371656042985955,0.6737306843267108,0.2010652463382157,10
5,0.25669868760796394,0.5897003207429748,0.19001919385796545,11
6,0.2906136194117158,0.6233256477821695,0.10679611650485436,12
7,0.1615074394065153,0.6423752687374898,0.11081081081081082,13
8,0.37525687539097174,0.6069983818770226,0.1487603305785124,14
9,0.1035818279756457,0.4574333639705882,0.10526315789473684,15
10,0.852083534584285,0.8424847811382743,0.3761904761904762,16
11,0.6426524472796775,0.7115351775956285,0.24110671936758893,17
12,0.4236876886584412,0.5428748163612463,0.1839863713798978,18
13,0.20901150659385068,0.5401912008584528,0.20238095238095238,19
