,pr_auc,roc_auc,positive_ratio,actor
0,0.5371771023859704,0.7897641729235177,0.08132677559963637,6
1,0.4263213524784022,0.6925628160222993,0.16658222447401402,7
2,0.2056942606787618,0.7082563741192316,0.10849909584086799,9
3,0.5648113455333602,0.7017508477697239,0.20444256654795678,10
4,0.39789609313834073,0.5755704228472397,0.20174667975815203,11
5,0.28984318224995875,0.6219398159084208,0.11244368091796052,12
6,0.15928130496270074,0.6354056703760413,0.113110400520297,13
7,0.3887929486649322,0.6402152275287813,0.13504377831506303,14
8,0.853700943386668,0.8411038578102077,0.38184334876616866,16
9,0.6619391380726041,0.7070258230333876,0.2566462979128641,17
10,0.17157896691991947,0.4793529074169066,0.1865124057199413,18
