,pr_auc,roc_auc,positive_ratio,actor
0,0.5615226225173208,0.803412503293979,0.08132677559963637,6
1,0.4597699291089322,0.6848285039492534,0.16658222447401402,7
2,0.1981907682170579,0.7047312444769582,0.10849909584086799,9
3,0.5904215928922774,0.7458449265261261,0.20444256654795678,10
4,0.42583280432941917,0.6172862976337917,0.20174667975815203,11
5,0.32671192706184093,0.645513601811291,0.11244368091796052,12
6,0.14504091631645513,0.6236264214093438,0.113110400520297,13
7,0.39784071143930105,0.644595206005151,0.13504377831506303,14
8,0.8567687735648989,0.8442706451239286,0.38184334876616866,16
9,0.6614851415805162,0.7071286524839271,0.2566462979128641,17
10,0.17498305782212273,0.4893552534266251,0.1865124057199413,18
