,pr_auc,roc_auc,positive_ratio,actor
0,0.32661648183123876,0.6906289111389237,0.06464924346629987,6
1,0.40529129486796384,0.6422455057972556,0.1584553928095872,7
2,0.10082935976125898,0.46286110825537163,0.1147011308562197,8
3,0.18794766456125964,0.6372205955866601,0.13814432989690723,9
4,0.5204065149367468,0.7333167770419426,0.2010652463382157,10
5,0.30032349616182824,0.6015247259323089,0.19001919385796545,11
6,0.29565149538814917,0.6237785463328942,0.10679611650485436,12
7,0.14619184705274568,0.6258062124694196,0.11081081081081082,13
8,0.37824249209704813,0.6123921251348434,0.1487603305785124,14
9,0.1681251107934929,0.5388327205882353,0.10526315789473684,15
10,0.8545863627028631,0.8443690211614648,0.3761904761904762,16
11,0.640977155670656,0.7168715846994536,0.24110671936758893,17
12,0.435146511386961,0.5979181164463001,0.1839863713798978,18
13,0.18594969221529373,0.4843429909277144,0.20238095238095238,19
