,pr_auc,roc_auc,positive_ratio,actor
0,0.549423033415663,0.8069654444844808,0.08132677559963637,6
1,0.41904971523119167,0.6780037575392046,0.16658222447401402,7
2,0.1981507081400326,0.6773678947155175,0.10849909584086799,9
3,0.5795655794292676,0.7263665556119565,0.20444256654795678,10
4,0.401248084287455,0.5979412632645524,0.20174667975815203,11
5,0.2845600822389312,0.6374369160837923,0.11244368091796052,12
6,0.1443370114665981,0.6139471430795123,0.113110400520297,13
7,0.33674211341261273,0.6209867287614255,0.13504377831506303,14
8,0.8630153290316791,0.8498004208169253,0.38184334876616866,16
9,0.6276139045635155,0.7253367771791113,0.2566462979128641,17
10,0.1641931353506214,0.4596851203565935,0.1865124057199413,18
