,pr_auc,roc_auc,positive_ratio,actor
0,0.28755027494546836,0.7093085106382978,0.06464924346629987,6
1,0.38742197542151646,0.651134187852356,0.1584553928095872,7
2,0.10528592500643165,0.4781278914362085,0.1147011308562197,8
3,0.18225642381348217,0.5877669070913376,0.13814432989690723,9
4,0.5245322513086033,0.7089845474613686,0.2010652463382157,10
5,0.29516313598865646,0.6084422423284983,0.19001919385796545,11
6,0.28455470713882286,0.6441452569169961,0.10679611650485436,12
7,0.1457176601359937,0.6202461264734228,0.11081081081081082,13
8,0.32450946397008423,0.5700886971113508,0.1487603305785124,14
9,0.10028630261871946,0.4674862132352941,0.10526315789473684,15
10,0.8562198229876409,0.841651367281863,0.3761904761904762,16
11,0.6188463669421839,0.7271601775956285,0.24110671936758893,17
12,0.4038277272137599,0.5808687079563906,0.1839863713798978,18
13,0.1756138309303724,0.4577114427860697,0.20238095238095238,19
