,pr_auc,roc_auc,positive_ratio,actor
0,0.22360518017471145,0.6732947434292865,0.06464924346629987,6
1,0.3937075274311636,0.6602090203169876,0.1584553928095872,7
2,0.11752410082910437,0.4797342448853706,0.1147011308562197,8
3,0.1800277987006475,0.5535242448046847,0.13814432989690723,9
4,0.4629727124353671,0.6791777041942604,0.2010652463382157,10
5,0.2581349922941465,0.5927521662118819,0.19001919385796545,11
6,0.22792432609178215,0.624135375494071,0.10679611650485436,12
7,0.1583180360745331,0.6781080880717621,0.11081081081081082,13
8,0.2917271154566196,0.5450002996524032,0.1487603305785124,14
9,0.14058730758410837,0.6222426470588236,0.10526315789473684,15
10,0.8332178059042753,0.7961276451831094,0.3761904761904762,16
11,0.6243561176613667,0.7091444672131149,0.24110671936758893,17
12,0.390959933204426,0.5579331941544885,0.1839863713798978,18
13,0.19855465560694718,0.5270217539752219,0.20238095238095238,19
