,pr_auc,roc_auc,positive_ratio,actor
0,0.26198354581788463,0.677628285356696,0.06464924346629987,6
1,0.4520665346540677,0.6803332092330603,0.1584553928095872,7
2,0.1166054841140167,0.4832682224735273,0.1147011308562197,8
3,0.193578484696266,0.6213132900092837,0.13814432989690723,9
4,0.5548022611390564,0.7427317880794702,0.2010652463382157,10
5,0.276626441319871,0.6023624874335776,0.19001919385796545,11
6,0.32666540549366685,0.6702212340799297,0.10679611650485436,12
7,0.15379841202479938,0.6365557120616798,0.11081081081081082,13
8,0.3721761989085097,0.6098900275680211,0.1487603305785124,14
9,0.1312603980386274,0.548828125,0.10526315789473684,15
10,0.8475796175611119,0.8349478210455116,0.3761904761904762,16
11,0.6946134470589276,0.7812926912568308,0.24110671936758893,17
12,0.4533866611882669,0.5701016778782958,0.1839863713798978,18
13,0.2146163438950963,0.5599453711832992,0.20238095238095238,19
