,pr_auc,roc_auc,positive_ratio,actor
0,0.5616367777535266,0.8252939302618076,0.08132677559963637,6
1,0.4363135259032418,0.6990540946311938,0.16658222447401402,7
2,0.19646375742470026,0.6817691310936462,0.10849909584086799,9
3,0.5715216017438969,0.7267087262300034,0.20444256654795678,10
4,0.3617830986151951,0.6370752248964465,0.20174667975815203,11
5,0.29428943688522463,0.6828970407026947,0.11244368091796052,12
6,0.14377386295077968,0.619732570602408,0.113110400520297,13
7,0.29115641067084286,0.5926947561350875,0.13504377831506303,14
8,0.8292008830247113,0.803308866110725,0.38184334876616866,16
9,0.6370684640380964,0.7022276820314002,0.2566462979128641,17
10,0.1639255785547185,0.4573420776956043,0.1865124057199413,18
