,pr_auc,roc_auc,positive_ratio,actor
0,0.5078180268577066,0.7850954422675991,0.08132677559963637,6
1,0.3641426043081722,0.6545616382329251,0.16658222447401402,7
2,0.21729590447738584,0.7172017060409557,0.10849909584086799,9
3,0.5803007382817261,0.7289931284369202,0.20444256654795678,10
4,0.38162483196580144,0.6151223840349922,0.20174667975815203,11
5,0.25370060057765803,0.6114402018407389,0.11244368091796052,12
6,0.1586403423801367,0.6523920442187481,0.113110400520297,13
7,0.3263084676939646,0.6345825468997692,0.13504377831506303,14
8,0.8344599488613301,0.8205742172419119,0.38184334876616866,16
9,0.6495503887450548,0.7353193711076247,0.2566462979128641,17
10,0.18232081685831153,0.5028184474052411,0.1865124057199413,18
