,pr_auc,roc_auc,positive_ratio,actor
0,0.2199901096304976,0.6651752190237797,0.06464924346629987,6
1,0.3353915744908018,0.6171019040527603,0.1584553928095872,7
2,0.10739067836093404,0.4982651382749049,0.1147011308562197,8
3,0.2088613289463382,0.6406127258444618,0.13814432989690723,9
4,0.514529111212272,0.7015949227373068,0.2010652463382157,10
5,0.2710259194903416,0.6084183062856048,0.19001919385796545,11
6,0.23514774319494608,0.6221316425120773,0.10679611650485436,12
7,0.16373729100545162,0.6598339387649195,0.11081081081081082,13
8,0.3097707180706265,0.5795427304326981,0.1487603305785124,14
9,0.10951364014572232,0.4809283088235293,0.10526315789473684,15
10,0.834708556988741,0.8231471639771959,0.3761904761904762,16
11,0.6405610475978678,0.7375341530054644,0.24110671936758893,17
12,0.416826787572408,0.5829177298383978,0.1839863713798978,18
13,0.21120473620984598,0.545410203882548,0.20238095238095238,19
