,pr_auc,roc_auc,positive_ratio,actor
0,0.27299168706745786,0.6438204005006258,0.06464924346629987,6
1,0.4189438769629803,0.651792362514626,0.1584553928095872,7
2,0.11355425773188266,0.4709828312943353,0.1147011308562197,8
3,0.19441695537876605,0.64193387131329,0.13814432989690723,9
4,0.509168375134739,0.6881401766004415,0.2010652463382157,10
5,0.3079280332653845,0.6166044329551439,0.19001919385796545,11
6,0.29299617956745855,0.6404122749231445,0.10679611650485436,12
7,0.144973770745558,0.6299577433464304,0.11081081081081082,13
8,0.36345255031718005,0.5888694114826801,0.1487603305785124,14
9,0.20309065026287543,0.5699678308823529,0.10526315789473684,15
10,0.8551536792146923,0.8460237704126002,0.3761904761904762,16
11,0.663482165671502,0.7503415300546449,0.24110671936758893,17
12,0.44641624671933317,0.5811683290806464,0.1839863713798978,18
13,0.22400422706934195,0.5515559457613891,0.20238095238095238,19
