,sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles
4199,0.13622839748750915,0.25215512747028357,0.05183786289516257,-0.4813920512677461,0.36350850184913,0.43407718242873394,-0.6641598223587343,0.24799981157883666,-0.5926895132494061,-0.07034450240329027,0.08832924341061354,0.28606542382492717,-0.11911393583908347,0.07044119803561899,-0.10300065003842684,0.3620233623451343,0.012716253078456807,-0.12518489139705868,0.3840131916251235,-0.264723678247357,0.23389994906099187,-0.23938908899156797,0.09625857659391435,0.41994187572542696
4200,0.1435545957992539,0.24905216098884364,0.05620591175989387,-0.49451977547346426,0.3543516670435438,0.4366484427621269,-0.6714542965392996,0.24718623576021015,-0.6004630558908683,-0.06489002481039974,0.08864356393944584,0.28782919391519335,-0.12589016937937503,0.04740866150693157,-0.07415841307797355,0.36890541309391156,0.024457403170832004,-0.11565316484718069,0.32232239505032,-0.23506847919537477,0.21073492675252958,-0.24078826933613695,0.09484442504666335,0.41881357987929047
4201,0.15148118985079595,0.2458603728159625,0.060692977512770696,-0.5075433515477639,0.3453848570115581,0.43946388828457894,-0.678328903326683,0.24638376100109372,-0.6084846275273006,-0.0593583907963916,0.08845353502148412,0.28978574080637753,-0.13739576871355086,0.024529304663356122,-0.04552636667639154,0.3721616089220354,0.034478894328670906,-0.1072797051590978,0.25548409048911647,-0.20498274724479815,0.18732416426247633,-0.24247847183138238,0.09292607505808359,0.4178316367433734
4202,0.16003527264559314,0.24266246295484684,0.0651824610518279,-0.5205512113735132,0.3367458105079455,0.4426186691481835,-0.6847453898367424,0.24555680293679427,-0.616716846309832,-0.05377980526953274,0.08771804678956241,0.29193431374503587,-0.15329732087940473,0.000993473590638505,-0.01611276142400686,0.372105408394771,0.04275461237617062,-0.10109900325551613,0.1842665806291106,-0.1753611010144418,0.1636289985666619,-0.2444915941174267,0.0905352372219701,0.41694122272385403
4203,0.1692150815748159,0.23955810908144737,0.06953449435546921,-0.5336613387539316,0.32855323246700197,0.4462008049798176,-0.6906834817427303,0.24466834912124535,-0.6250740847082106,-0.04818974458953307,0.0864261964707973,0.29426098208393636,-0.1726301623947354,-0.024193987815439244,0.01529600618784932,0.3691874610899084,0.0493047225113985,-0.09809580466590029,0.10978892808272778,-0.14690165055048032,0.13968915009921612,-0.24683260924667894,0.08768783730320506,0.4160906121354653
4204,0.17900611775938424,0.2366532535900483,0.07360131978403528,-0.5470044561609351,0.3209066230400863,0.4502832601142528,-0.6961342643039152,0.2436823926488234,-0.6334325206944247,-0.0426243292162789,0.08460318871073658,0.2967393860355019,-0.19389399123041828,-0.05201393429366874,0.04987428328721166,0.3639782347155538,0.0541941639977197,-0.09905295738756514,0.033521941269937905,-0.12000005495265276,0.11566349415271904,-0.24947556204803,0.08439303613999694,0.41523943829097587
4205,0.1893980614088937,0.23404730239941296,0.07724499627333703,-0.560716300937772,0.3138801229470829,0.4549063643785223,-0.7010930267208471,0.24256757723844968,-0.641635184720011,-0.0371181541092388,0.08230821915274156,0.29933807737214946,-0.21526174446502422,-0.08323177775965962,0.08849345286722854,0.35712201928444687,0.05753319512329469,-0.10441088006172428,-0.04276634918242672,-0.09472619391639259,0.091815562017594,-0.2523633117111441,0.0806548504075586,0.4143625424178783
4206,0.20039239084042704,0.2318270318705673,0.08034588885455118,-0.5749199389224493,0.3075209178267799,0.46006955297854923,-0.7055515896940588,0.24130056686379686,-0.6494955097085666,-0.03170796687847055,0.07962434127260032,0.30201726616136493,-0.2348392340120371,-0.11822315457349541,0.1314956215813734,0.34929630742375384,0.05947205522863119,-0.11417070425462816,-0.11711047891739101,-0.07090420574315459,0.06846423841209814,-0.2554144874875154,0.07647546461346288,0.41344678187381767
4207,0.2119985445399737,0.23005337282565996,0.08282066570924762,-0.5897108989362831,0.30185097635520797,0.46571767024278987,-0.7094866178710001,0.23987124728562925,-0.6568102906669713,-0.02642163333160108,0.07665654235978381,0.304737996641129,-0.2508971410140214,-0.1568292395075107,0.17851702946801828,0.34115703743973125,0.06019510045362897,-0.1278484025026415,-0.1874842874942021,-0.04827087251021556,0.04593469733802458,-0.2585301595911669,0.07186418053188981,0.41249187503074447
4208,0.22420836333440453,0.22875028280626308,0.08463749568252465,-0.6051387699971352,0.2968653406210451,0.47172875595032626,-0.712848071430508,0.2382882672214739,-0.6633746973043282,-0.021279985024331927,0.07350532032669399,0.3074663180723787,-0.2620555980561202,-0.19828140765329605,0.22842197092470817,0.33329175124850186,0.0599287370776862,-0.14449931283463346,-0.25195540192359434,-0.026663925374720288,0.02451244391454077,-0.2616003019760106,0.06683368240035681,0.41151162166313004
4209,0.2369773839945395,0.22789690802395146,0.08582668290643358,-0.6211971939645665,0.2925345480937913,0.4779113096095582,-0.7155545648521251,0.23658209775590322,-0.6689967306279796,-0.01628956465845388,0.07026758158407653,0.3101772887573755,-0.2674342862740893,-0.24123376977465316,0.2793998962619155,0.32618011960358273,0.05894746952720742,-0.16283129539702346,-0.3088423777999444,-0.006180561841205523,0.004402807783617346,-0.2645143901953314,0.06140792933417516,0.4105298662792465
4210,0.2502281938777602,0.22743078723451782,0.08647603119489533,-0.6378170820308473,0.2887993887750153,0.48401992819419903,-0.7174986442040907,0.2348054201154386,-0.6735091988218644,-0.01144591438274678,0.0670163105762922,0.3128564775465912,-0.26676149330014265,-0.283885772815178,0.32919152220934533,0.32016935125401713,0.05758747875516579,-0.18136983232190174,-0.35685572339422955,0.012763308409663443,-0.014304717643131237,-0.2671696058428765,0.05561898426706957,0.40957824509676155
4211,0.26385913025545626,0.22725451694058507,0.08672153647584935,-0.6548677341118802,0.28557312771032484,0.4897813219704297,-0.7185547577365041,0.23302785727846764,-0.676779126865227,-0.006730101042028647,0.06380255793401823,0.31550054775805414,-0.2603833359123884,-0.32417390509009814,0.37539002630928997,0.3154565711670041,0.056242357454390435,-0.19865211309987263,-0.3951966808157982,0.02949130540713485,-0.03163375584258976,-0.2694774307765345,0.0495169499372361,0.40869515340655416
