,sLAnkleAngles,cLAnkleAngles,pLAnkleAngles,sLHipAngles,cLHipAngles,pLHipAngles,sLKneeAngles,cLKneeAngles,pLKneeAngles,sLWristAngles,cLWristAngles,pLWristAngles,sRAnkleAngles,cRAnkleAngles,pRAnkleAngles,sRHipAngles,cRHipAngles,pRHipAngles,sRKneeAngles,cRKneeAngles,pRKneeAngles,sRWristAngles,cRWristAngles,pRWristAngles
3137,-0.11165767260567283,-0.14554860152749838,0.37415862858804916,0.15321255791840582,-0.2851443538622015,-0.6646398913562115,-0.2565290090235065,0.14508231140115546,0.2514453281264495,-0.16252047518185408,0.8597241544748313,0.09849134427158845,0.13477817105011192,-0.08905124762030736,-0.05621666281921389,-0.19054966729063838,-0.2171108255903429,-0.2804366296351456,-0.023007287773635476,-0.04380075161490782,0.42305655725856517,0.20593690445232782,0.7865716370638642,0.4362337768161535
3138,-0.14093981357511853,-0.15142404914376895,0.3779939646239707,0.14343969308271043,-0.28742322645824137,-0.6751447081848441,-0.2939188429036239,0.17700624947663757,0.2527206736294709,-0.17683203786142876,0.8698824603721584,0.08823246529829887,0.09729068232053373,-0.09824563700916855,-0.047461468432625775,-0.17682614814901998,-0.21546004530233576,-0.2697195221552403,0.002910411508731947,-0.04996489370915236,0.41325769885631947,0.22992520047206755,0.804027966607666,0.44570483427691254
3139,-0.16655600491972555,-0.1523157559925964,0.37857474231489396,0.13626699425716637,-0.29250534200698075,-0.6863836867138089,-0.3198965365327864,0.19830919471101138,0.25765148491695866,-0.19049879270201953,0.8778377648074598,0.07861005841112045,0.057082330624066646,-0.10729500589021634,-0.03884781107696844,-0.1578649663609477,-0.21318008893039653,-0.25943528228791557,0.03760868231759762,-0.059224666681778615,0.4028701609376104,0.2526690065571997,0.8176209592755215,0.455083142233055
3140,-0.18840794432817065,-0.14857757853875697,0.3761376502026941,0.13129304785700668,-0.29930885006546726,-0.6961076051322697,-0.3347654892477294,0.2096529060391561,0.2653914095570331,-0.20298276350638234,0.8832778636725216,0.06990490539797545,0.011736028369781382,-0.11618887402826217,-0.030386026172915748,-0.1343942522740118,-0.2116530621730469,-0.25021715191564153,0.08075335327645483,-0.07125664246794905,0.3918626388513995,0.27321625701786423,0.8275858372053979,0.46388101477721166
3141,-0.20571122645079976,-0.13977155861929846,0.3703735752331436,0.12806689605523958,-0.30644317048285274,-0.7023545806158649,-0.33922774930405397,0.21208482699323672,0.27530737268005323,-0.2135691664601309,0.886102579724733,0.06248704428953156,-0.04067694414287237,-0.12443511633689452,-0.022544262406864135,-0.10737486565572574,-0.21254026532476444,-0.24237452736436194,0.13165760704746687,-0.08549964352108486,0.3802602381803226,0.2909185271615198,0.8343263819582756,0.47176350228137487
3142,-0.2164232328560065,-0.12480517512648237,0.36050369939464444,0.12623071434961552,-0.31237032497456074,-0.7036703390165855,-0.3340786666139799,0.20694418768099987,0.28709253517411715,-0.22137824865060163,0.886384127800957,0.05683045075987492,-0.10064379209002317,-0.1308912858243122,-0.016407664125959842,-0.0778840123164275,-0.21755089658827265,-0.23592190138643854,0.18937679653013872,-0.10129697243115243,0.36851082550661207,0.3054528095664879,0.8383353056937306,0.4785692318726349
3143,-0.21748833899220799,-0.10249139266319096,0.3456174444181861,0.12563837744912654,-0.31565012578278007,-0.6993296141408059,-0.3199529866190238,0.19569700121524902,0.30072403594286157,-0.22546404409075882,0.8843042635385554,0.05347324819400012,-0.16626411135126473,-0.1337706341539634,-0.01367170878174373,-0.04696213625123402,-0.22819644180227217,-0.23067334894256442,0.25282872255275723,-0.11806165296628346,0.3578251394622849,0.316776603256232,0.8401309709183193,0.4842948240143863
3144,-0.20592926400591005,-0.07248499378262463,0.32527989965278414,0.12643151069327274,-0.3152929852051367,-0.689589034297085,-0.29717637066176117,0.17973040027313036,0.3162547827060276,-0.2249373322309728,0.8800874557910097,0.05296006650674512,-0.23289643151648398,-0.1311704817222873,-0.016142346037041233,-0.015461865167069822,-0.2455266222790402,-0.2263808394149942,0.3208601166590732,-0.13542867269846004,0.3500542914668445,0.3250166662978866,0.840226807379564,0.48903180782302647
3145,-0.1801895958716062,-0.03600808486216056,0.3000716610009271,0.12901472912485934,-0.310988834327803,-0.6757897736195912,-0.2658568888544711,0.1601961779450578,0.3335356971635688,-0.21910381545621427,0.8739459879597553,0.05576579895973932,-0.29390049033799326,-0.1219567535628846,-0.02490064072451137,0.01608554666051276,-0.26997243949577676,-0.22286427968278888,0.3922563713420697,-0.15333512669201987,0.34706671424526836,0.3303497063598768,0.8391105944780066,0.49289536917119126
3146,-0.14077753984611796,0.004153393831060281,0.27171666454580157,0.1338943780337174,-0.30312162634080153,-0.6601764649672883,-0.22621799608077386,0.13795914848610313,0.352060007191515,-0.20758036963349713,0.8660371165101455,0.06220818109374271,-0.3423219950524554,-0.10616356618605016,-0.03992454915183841,0.04756132646087363,-0.3012859719666693,-0.22014236234997064,0.4657564997425774,-0.1720613527345788,0.3502723027788941,0.33288464862536715,0.8372499577701327,0.49594624584176183
3147,-0.09001233911468087,0.044542032927416875,0.24258808558599498,0.14141386416701596,-0.29254004738623474,-0.6453621281356088,-0.17907056602660487,0.11369814796994016,0.3710438273949159,-0.1904180047424079,0.8564621730960378,0.07235102695146467,-0.37289029219920666,-0.08474658730500106,-0.060316757057950476,0.07926778229608233,-0.3385581636174694,-0.21844653623653776,0.5400597367770303,-0.19215032530649445,0.3603600815874728,0.33260764741540383,0.8350874362093375,0.4981463241719104
3148,-0.03153182107371133,0.08234380104833616,0.21479187042120373,0.1514699796817114,-0.2801859866403096,-0.6336466752037644,-0.12620796227671305,0.08808268982667355,0.38984927116729007,-0.16819234929674598,0.8453011968971882,0.08591647434170802,-0.3834762752528976,-0.05913025724173093,-0.08472577236855705,0.11184716323856336,-0.38029756443998086,-0.2181697377229631,0.6138299970419232,-0.2142456773530026,0.377115248440103,0.32937731030598294,0.8330337172192497,0.4993321660163561
