,pr_auc,roc_auc,positive_ratio,actor
0,0.5205246072700996,0.7867007252237004,0.08132677559963637,6
1,0.3510683593673811,0.6246405198408975,0.16658222447401402,7
2,0.18194600889004023,0.6167895122191108,0.10849909584086799,9
3,0.47904403644013516,0.6522973774232828,0.20444256654795678,10
4,0.36712129667472937,0.6286985187717494,0.20174667975815203,11
5,0.157515200646928,0.5807573613544543,0.11244368091796052,12
6,0.15113320530097188,0.6537536761015597,0.113110400520297,13
7,0.22506337700133366,0.5497180118187124,0.13504377831506303,14
8,0.8351702888875016,0.7994939531696394,0.38184334876616866,16
9,0.6343634979289715,0.7264391319966363,0.2566462979128641,17
10,0.17608024575442188,0.4917215373978975,0.1865124057199413,18
