,pr_auc,roc_auc,positive_ratio,actor
0,0.24589646240094115,0.673075719649562,0.06464924346629987,6
1,0.3366238442767625,0.6355706839697904,0.1584553928095872,7
2,0.10156492598095532,0.4429423254857613,0.1147011308562197,8
3,0.17239732657686718,0.5342783689209455,0.13814432989690723,9
4,0.38940241790280933,0.5980849889624724,0.2010652463382157,10
5,0.28376520394863525,0.6239527981234142,0.19001919385796545,11
6,0.14847377621033803,0.5919795783926218,0.10679611650485436,12
7,0.1537720665621748,0.6615390318036918,0.11081081081081082,13
8,0.23743969282976887,0.49229893323744456,0.1487603305785124,14
9,0.10414851618311444,0.4916704963235294,0.10526315789473684,15
10,0.8298823253957909,0.7957894482558701,0.3761904761904762,16
11,0.6058831569243863,0.7036799863387978,0.24110671936758893,17
12,0.43214305019268784,0.618137709734787,0.1839863713798978,18
13,0.16467379575015978,0.4103014340064384,0.20238095238095238,19
