,pr_auc,roc_auc,positive_ratio,actor
0,0.3227031419282742,0.714299123904881,0.06464924346629987,6
1,0.3671034163672183,0.6054807999149028,0.1584553928095872,7
2,0.1165748756939377,0.4966973373085227,0.1147011308562197,8
3,0.1876411722120418,0.620063557809041,0.13814432989690723,9
4,0.5003823761121646,0.6921247240618101,0.2010652463382157,10
5,0.2860595547916428,0.5975034707262196,0.19001919385796545,11
6,0.2733717891471128,0.6272233201581028,0.10679611650485436,12
7,0.1495991110821367,0.636926384461413,0.11081081081081082,13
8,0.32302272639069873,0.6013873906268727,0.1487603305785124,14
9,0.10119926766108389,0.4928768382352941,0.10526315789473684,15
10,0.8499202369437368,0.8352618610493767,0.3761904761904762,16
11,0.6877625697631242,0.7614839480874317,0.24110671936758893,17
12,0.4232992174717975,0.5748472898786051,0.1839863713798978,18
13,0.19374360223870118,0.5015120476051117,0.20238095238095238,19
