,pr_auc,roc_auc,positive_ratio,actor
0,0.5229481561968774,0.7874261532751567,0.08132677559963637,6
1,0.41056162864304635,0.6838452099293448,0.16658222447401402,7
2,0.18710493404854106,0.6296748787623145,0.10849909584086799,9
3,0.5533077628304645,0.7059660893603874,0.20444256654795678,10
4,0.3426302749473401,0.6123721020024049,0.20174667975815203,11
5,0.2480362475475808,0.650047445914258,0.11244368091796052,12
6,0.1518997738274135,0.6444120679552168,0.113110400520297,13
7,0.2809041845107293,0.5969436107227636,0.13504377831506303,14
8,0.8420173786906956,0.8268421646977068,0.38184334876616866,16
9,0.6338176551878245,0.7225213794476708,0.2566462979128641,17
10,0.1548006463226554,0.4241870416126544,0.1865124057199413,18
