;0;1
0;0,04488804489374161;0,013485530391335487
1;0,015020301844924689;0,00938098132610321
2;0,012593207694590092;0,008606170304119587
3;0,011910880263894797;0,008346688002347946
4;0,011615903303027152;0,00813082605600357
5;0,01139310458675027;0,007980136200785637
6;0,011190025135874748;0,007833686657249928
7;0,011043019965291024;0,0077155898325145245
8;0,010948281083256007;0,007646586280316114
9;0,010857638902962208;0,007548990193754435
10;0,010789908282458783;0,007535570301115513
11;0,010743782110512256;0,007490751799196005
12;0,01068871645256877;0,007525088731199503
13;0,010654553491622209;0,007482866290956736
14;0,010623892396688461;0,007476273458451033
15;0,010584329627454281;0,0074427928775548935
16;0,010546912159770726;0,0074042752385139465
17;0,010556301753968;0,007419052068144083
18;0,010536703839898109;0,007387077901512384
19;0,010496979858726264;0,007439031731337309
20;0,010455720033496619;0,007425385992974043
