,pr_auc,roc_auc,positive_ratio,actor
0,0.22565473464226243,0.6956664580725908,0.06464924346629987,6
1,0.3885874392516758,0.661944208062972,0.1584553928095872,7
2,0.11627377195880151,0.48681505088927735,0.1147011308562197,8
3,0.17748138675559316,0.5489716489323717,0.13814432989690723,9
4,0.4774516459379837,0.6621136865342163,0.2010652463382157,10
5,0.27245052877952,0.6106922303604768,0.19001919385796545,11
6,0.2144693574451747,0.6509936319718929,0.10679611650485436,12
7,0.15669605517108703,0.6661353695603826,0.11081081081081082,13
8,0.2854502079150807,0.5592113148747453,0.1487603305785124,14
9,0.10055967762304893,0.48253676470588236,0.10526315789473684,15
10,0.8409251055516394,0.8275558024929945,0.3761904761904762,16
11,0.6249144138061912,0.7220372267759563,0.24110671936758893,17
12,0.4045813730916578,0.5684585942936673,0.1839863713798978,18
13,0.1984055061386325,0.5224368354306897,0.20238095238095238,19
