,pr_auc,roc_auc,positive_ratio,actor
0,0.4993046997429755,0.7763879530677339,0.08132677559963637,6
1,0.4290189669022118,0.6805506177104641,0.16658222447401402,7
2,0.21770392048923454,0.71740308478497,0.10849909584086799,9
3,0.5536868406046056,0.7172605970531001,0.20444256654795678,10
4,0.40877143591646725,0.6063262356900962,0.20174667975815203,11
5,0.2542724278053363,0.5924319955757011,0.11244368091796052,12
6,0.1533472045753498,0.6552611866571202,0.113110400520297,13
7,0.31059888143138775,0.5875121087874332,0.13504377831506303,14
8,0.8394253375875053,0.8202133522507915,0.38184334876616866,16
9,0.6545287994952496,0.70819941571745,0.2566462979128641,17
10,0.17078846987187635,0.4785810349065672,0.1865124057199413,18
